lr,steps,rank,batch,diverged,loss_first,loss_last,loss_drop,gain_h1,gain_h4,gain_h8,gain_h13,best_gain,clears,secs
3e-05,300,8,8,False,0.21721198186278343,0.19522563740611076,0.10122067976232461,0.008423885081755844,0.005745007493591303,0.017453688863045214,0.007007672704224088,0.017453688863045214,False,59
0.0001,300,8,8,False,0.21687356308102607,0.18227100893855094,0.1595517390450549,0.039432424194430715,0.036498658974689846,0.10740149331236415,0.0234833592508078,0.10740149331236415,False,56
0.0003,300,8,8,False,0.21578835994005202,0.14559739381074904,0.32527688772834024,0.1103372509495697,0.13235334559334266,0.4045647525739712,0.20655844535140777,0.4045647525739712,True,58
0.001,300,8,8,False,0.21315845251083373,0.12138454914093018,0.4305431114219558,0.12109482579350639,0.13564180664497372,0.5365481362182594,0.3598706564762826,0.5365481362182594,True,56
