week_ending,discharge_cumecs,n_days,discharge_max_daily,valid,unusable,was_interpolated,rain_mm,temp_c,oni,dmi,woy_sin,woy_cos,water_year,regime,monsoon_phase,schedule_tmc
1985-09-22,171.22857142857143,7,271.7,True,False,False,,,-0.31,-0.238,-0.992708874098054,-0.12053668025532357,1985,pre1991,SWM,0.0
1985-09-29,579.3285714285714,7,1092.1,True,False,False,,,-0.31,-0.238,-1.0,-1.8369701987210297e-16,1985,pre1991,SWM,0.0
1985-10-06,452.4428571428571,7,655.0,True,False,False,,,-0.3,-0.498,-0.992708874098054,0.1205366802553232,1985,pre1991,NEM,0.0
1985-10-13,218.02857142857144,7,276.5,True,False,False,,,-0.3,-0.498,-0.9709418174260521,0.23931566428755738,1985,pre1991,NEM,0.0
1985-10-20,171.0,7,186.6,True,False,False,,,-0.3,-0.498,-0.9350162426854148,0.35460488704253557,1985,pre1991,NEM,0.0
1985-10-27,185.08571428571426,7,263.6,True,False,False,,,-0.3,-0.498,-0.8854560256532101,0.464723172043768,1985,pre1991,NEM,0.0
1985-11-03,166.47142857142856,7,169.9,True,False,False,,,-0.28,0.074,-0.822983865893657,0.5680647467311548,1985,pre1991,NEM,0.0
1985-11-10,217.04285714285714,7,293.2,True,False,False,,,-0.28,0.074,-0.7485107481711011,0.6631226582407953,1985,pre1991,NEM,0.0
1985-11-17,217.82857142857142,7,270.1,True,False,False,,,-0.28,0.074,-0.6631226582407956,0.7485107481711007,1985,pre1991,NEM,0.0
1985-11-24,164.27142857142857,7,181.9,True,False,False,,,-0.28,0.074,-0.5680647467311559,0.8229838658936564,1985,pre1991,NEM,0.0
1985-12-01,134.32857142857142,7,152.3,True,False,False,,,-0.36,-0.417,-0.4647231720437684,0.88545602565321,1985,pre1991,NEM,0.0
1985-12-08,157.05714285714288,7,182.8,True,False,False,,,-0.36,-0.417,-0.35460488704253595,0.9350162426854147,1985,pre1991,NEM,0.0
1985-12-15,124.97142857142856,7,142.9,True,False,False,,,-0.36,-0.417,-0.2393156642875578,0.970941817426052,1985,pre1991,NEM,0.0
1985-12-22,100.3,7,107.3,True,False,False,,,-0.36,-0.417,-0.12053668025532363,0.992708874098054,1985,pre1991,NEM,0.0
1985-12-29,178.42857142857142,7,288.4,True,False,False,,,-0.36,-0.417,6.432490598706546e-16,1.0,1985,pre1991,NEM,0.0
1986-01-05,126.38571428571429,7,308.1,True,False,False,,,-0.4,-0.113,0.12053668025532305,0.992708874098054,1985,pre1991,inter,0.0
1986-01-12,69.92857142857143,7,80.1,True,False,False,,,-0.4,-0.113,0.23931566428755774,0.970941817426052,1985,pre1991,inter,0.0
1986-01-19,74.45714285714287,7,97.8,True,False,False,,,-0.4,-0.113,0.3546048870425356,0.9350162426854148,1985,pre1991,inter,0.0
1986-01-26,70.78571428571429,7,84.0,True,False,False,,,-0.4,-0.113,0.4647231720437685,0.8854560256532099,1985,pre1991,inter,0.0
1986-02-02,49.18571428571429,7,51.9,True,False,False,,,-0.38,-0.135,0.5680647467311558,0.8229838658936564,1985,pre1991,inter,0.0
1986-02-09,37.9,7,49.6,True,False,False,,,-0.38,-0.135,0.6631226582407952,0.7485107481711011,1985,pre1991,inter,0.0
1986-02-16,42.31428571428571,7,52.2,True,False,False,,,-0.38,-0.135,0.7485107481711011,0.6631226582407953,1985,pre1991,inter,0.0
1986-02-23,113.39999999999999,7,294.1,True,False,False,,,-0.38,-0.135,0.8229838658936564,0.5680647467311558,1985,pre1991,inter,0.0
1986-03-02,40.614285714285714,7,46.2,True,False,False,,,-0.25,-0.2,0.8854560256532098,0.4647231720437686,1985,pre1991,inter,0.0
1986-03-09,38.9,7,45.5,True,False,False,,,-0.25,-0.2,0.9350162426854148,0.35460488704253557,1985,pre1991,inter,0.0
1986-03-16,37.34285714285714,7,39.6,True,False,False,,,-0.25,-0.2,0.970941817426052,0.23931566428755804,1985,pre1991,inter,0.0
1986-03-23,37.385714285714286,7,38.7,True,False,False,,,-0.25,-0.2,0.992708874098054,0.120536680255323,1985,pre1991,inter,0.0
1986-03-30,38.714285714285715,7,48.5,True,False,False,,,-0.25,-0.2,1.0,-1.6081226496766366e-16,1985,pre1991,inter,0.0
1986-04-06,31.642857142857142,7,32.9,True,False,False,,,-0.17,-0.286,0.992708874098054,-0.12053668025532288,1985,pre1991,inter,0.0
1986-04-13,30.357142857142858,7,32.9,True,False,False,,,-0.17,-0.286,0.9709418174260521,-0.2393156642875575,1985,pre1991,inter,0.0
1986-04-20,34.457142857142856,7,37.0,True,False,False,,,-0.17,-0.286,0.9350162426854148,-0.35460488704253545,1985,pre1991,inter,0.0
1986-04-27,32.34285714285714,7,35.5,True,False,False,,,-0.17,-0.286,0.8854560256532099,-0.4647231720437685,1985,pre1991,inter,0.0
1986-05-04,61.971428571428575,7,170.3,True,False,False,,,-0.09,-0.154,0.8229838658936565,-0.5680647467311557,1985,pre1991,inter,0.0
1986-05-11,48.25714285714286,7,56.9,True,False,False,,,-0.09,-0.154,0.7485107481711013,-0.6631226582407951,1985,pre1991,inter,0.0
1986-05-18,50.528571428571425,7,92.0,True,False,False,,,-0.09,-0.154,0.6631226582407952,-0.7485107481711012,1985,pre1991,inter,0.0
1986-05-25,28.900000000000002,7,49.4,True,False,False,,,-0.09,-0.154,0.5680647467311558,-0.8229838658936564,1985,pre1991,inter,0.0
1986-06-01,31.685714285714287,7,38.6,True,False,False,,,0.02,-0.279,0.46472317204376906,-0.8854560256532096,1986,pre1991,SWM,0.0
1986-06-08,56.9,7,77.7,True,False,False,,,0.02,-0.279,0.35460488704253584,-0.9350162426854147,1986,pre1991,SWM,0.0
1986-06-15,34.18571428571429,7,40.2,True,False,False,,,0.02,-0.279,0.23931566428755768,-0.970941817426052,1986,pre1991,SWM,0.0
1986-06-22,27.900000000000002,7,33.1,True,False,False,,,0.02,-0.279,0.12053668025532308,-0.992708874098054,1986,pre1991,SWM,0.0
1986-06-29,27.25714285714286,7,36.2,True,False,False,,,0.02,-0.279,-3.216245299353273e-16,-1.0,1986,pre1991,SWM,0.0
1986-07-06,37.92857142857143,7,47.0,True,False,False,,,0.24,-0.546,-0.12053668025532283,-0.992708874098054,1986,pre1991,SWM,0.0
1986-07-13,33.128571428571426,7,37.4,True,False,False,,,0.24,-0.546,-0.23931566428755743,-0.9709418174260521,1986,pre1991,SWM,0.0
1986-07-20,102.61428571428571,7,322.7,True,False,False,,,0.24,-0.546,-0.3546048870425356,-0.9350162426854148,1986,pre1991,SWM,0.0
1986-07-27,279.77142857142854,7,487.0,True,False,False,,,0.24,-0.546,-0.46472317204376806,-0.8854560256532101,1986,pre1991,SWM,0.0
1986-08-03,140.77142857142857,7,185.1,True,False,False,,,0.46,-0.401,-0.5680647467311556,-0.8229838658936565,1986,pre1991,SWM,0.0
1986-08-10,378.5,7,886.1,True,False,False,,,0.46,-0.401,-0.663122658240795,-0.7485107481711013,1986,pre1991,SWM,0.0
1986-08-17,1351.9142857142856,7,2473.8,True,False,False,,,0.46,-0.401,-0.7485107481711011,-0.6631226582407952,1986,pre1991,SWM,0.0
1986-08-24,264.74285714285713,7,522.7,True,False,False,,,0.46,-0.401,-0.8229838658936564,-0.5680647467311559,1986,pre1991,SWM,0.0
1986-08-31,162.91428571428574,7,183.1,True,False,False,,,0.46,-0.401,-0.8854560256532096,-0.4647231720437691,1986,pre1991,SWM,0.0
1986-09-07,211.87142857142857,7,305.3,True,False,False,,,0.64,-0.142,-0.9350162426854147,-0.3546048870425359,1986,pre1991,SWM,0.0
1986-09-14,155.52857142857144,7,164.5,True,False,False,,,0.64,-0.142,-0.970941817426052,-0.23931566428755774,1986,pre1991,SWM,0.0
1986-09-21,404.3,7,927.0,True,False,False,,,0.64,-0.142,-0.992708874098054,-0.12053668025532357,1986,pre1991,SWM,0.0
1986-09-28,413.3857142857143,7,599.2,True,False,False,,,0.64,-0.142,-1.0,-1.8369701987210297e-16,1986,pre1991,SWM,0.0
1986-10-05,490.9142857142857,7,787.2,True,False,False,,,0.86,-0.048,-0.992708874098054,0.1205366802553232,1986,pre1991,NEM,0.0
1986-10-12,539.3428571428572,7,917.4,True,False,False,,,0.86,-0.048,-0.9709418174260521,0.23931566428755738,1986,pre1991,NEM,0.0
1986-10-19,216.91428571428574,7,252.3,True,False,False,,,0.86,-0.048,-0.9350162426854148,0.35460488704253557,1986,pre1991,NEM,0.0
1986-10-26,174.52857142857144,7,190.4,True,False,False,,,0.86,-0.048,-0.8854560256532101,0.464723172043768,1986,pre1991,NEM,0.0
1986-11-02,281.5285714285714,7,738.0,True,False,False,,,1.06,-0.243,-0.822983865893657,0.5680647467311548,1986,pre1991,NEM,0.0
1986-11-09,464.14285714285717,7,689.5,True,False,False,,,1.06,-0.243,-0.7485107481711011,0.6631226582407953,1986,pre1991,NEM,0.0
1986-11-16,281.9428571428571,7,349.0,True,False,False,,,1.06,-0.243,-0.6631226582407956,0.7485107481711007,1986,pre1991,NEM,0.0
1986-11-23,191.87142857142857,7,198.0,True,False,False,,,1.06,-0.243,-0.5680647467311559,0.8229838658936564,1986,pre1991,NEM,0.0
1986-11-30,169.64285714285714,7,174.0,True,False,False,,,1.06,-0.243,-0.4647231720437684,0.88545602565321,1986,pre1991,NEM,0.0
1986-12-07,165.4,7,173.9,True,False,False,,,1.21,-0.274,-0.35460488704253595,0.9350162426854147,1986,pre1991,NEM,0.0
1986-12-14,150.34285714285716,7,155.1,True,False,False,,,1.21,-0.274,-0.2393156642875578,0.970941817426052,1986,pre1991,NEM,0.0
1986-12-21,125.7,7,145.9,True,False,False,,,1.21,-0.274,-0.12053668025532363,0.992708874098054,1986,pre1991,NEM,0.0
1986-12-28,106.47142857142856,7,108.6,True,False,False,,,1.21,-0.274,6.432490598706546e-16,1.0,1986,pre1991,NEM,0.0
1987-01-04,137.5142857142857,7,268.9,True,False,False,,,1.18,-0.081,0.12053668025532305,0.992708874098054,1986,pre1991,inter,0.0
1987-01-11,239.28571428571428,7,391.9,True,False,False,,,1.18,-0.081,0.23931566428755774,0.970941817426052,1986,pre1991,inter,0.0
1987-01-18,61.91428571428571,7,83.7,True,False,False,,,1.18,-0.081,0.3546048870425356,0.9350162426854148,1986,pre1991,inter,0.0
1987-01-25,57.48571428571428,7,64.2,True,False,False,,,1.18,-0.081,0.4647231720437685,0.8854560256532099,1986,pre1991,inter,0.0
1987-02-01,63.48571428571428,7,69.1,True,False,False,,,1.13,0.041,0.5680647467311558,0.8229838658936564,1986,pre1991,inter,0.0
1987-02-08,354.35714285714283,7,925.8,True,False,False,,,1.13,0.041,0.6631226582407952,0.7485107481711011,1986,pre1991,inter,0.0
1987-02-15,53.785714285714285,7,99.7,True,False,False,,,1.13,0.041,0.7485107481711011,0.6631226582407953,1986,pre1991,inter,0.0
1987-02-22,46.871428571428574,7,48.7,True,False,False,,,1.13,0.041,0.8229838658936564,0.5680647467311558,1986,pre1991,inter,0.0
1987-03-01,44.728571428571435,7,46.9,True,False,False,,,1.02,-0.138,0.8854560256532098,0.4647231720437686,1986,pre1991,inter,0.0
1987-03-08,41.25714285714286,7,44.0,True,False,False,,,1.02,-0.138,0.9350162426854148,0.35460488704253557,1986,pre1991,inter,0.0
1987-03-15,38.300000000000004,7,44.9,True,False,False,,,1.02,-0.138,0.970941817426052,0.23931566428755804,1986,pre1991,inter,0.0
1987-03-22,37.98571428571428,7,44.6,True,False,False,,,1.02,-0.138,0.992708874098054,0.120536680255323,1986,pre1991,inter,0.0
1987-03-29,89.64285714285714,7,142.0,True,False,False,,,1.02,-0.138,1.0,-1.6081226496766366e-16,1986,pre1991,inter,0.0
1987-04-05,29.62857142857143,7,31.8,True,False,False,,,0.94,-0.157,0.992708874098054,-0.12053668025532288,1986,pre1991,inter,0.0
1987-04-12,37.471428571428575,7,52.6,True,False,False,,,0.94,-0.157,0.9709418174260521,-0.2393156642875575,1986,pre1991,inter,0.0
1987-04-19,51.857142857142854,7,90.0,True,False,False,,,0.94,-0.157,0.9350162426854148,-0.35460488704253545,1986,pre1991,inter,0.0
1987-04-26,35.885714285714286,7,38.9,True,False,False,,,0.94,-0.157,0.8854560256532099,-0.4647231720437685,1986,pre1991,inter,0.0
1987-05-03,42.771428571428565,7,70.0,True,False,False,,,0.95,0.165,0.8229838658936565,-0.5680647467311557,1986,pre1991,inter,0.0
1987-05-10,36.44285714285714,7,47.7,True,False,False,,,0.95,0.165,0.7485107481711013,-0.6631226582407951,1986,pre1991,inter,0.0
1987-05-17,34.27142857142857,7,35.1,True,False,False,,,0.95,0.165,0.6631226582407952,-0.7485107481711012,1986,pre1991,inter,0.0
1987-05-24,44.91428571428571,7,61.0,True,False,False,,,0.95,0.165,0.5680647467311558,-0.8229838658936564,1986,pre1991,inter,0.0
1987-05-31,83.22857142857143,7,104.0,True,False,False,,,0.95,0.165,0.46472317204376906,-0.8854560256532096,1986,pre1991,inter,0.0
1987-06-07,51.529999999999994,7,56.83,True,False,False,,,1.11,0.109,0.35460488704253584,-0.9350162426854147,1987,pre1991,SWM,0.0
1987-06-14,34.245714285714286,7,41.38,True,False,False,,,1.11,0.109,0.23931566428755768,-0.970941817426052,1987,pre1991,SWM,0.0
1987-06-21,28.874285714285715,7,32.98,True,False,False,,,1.11,0.109,0.12053668025532308,-0.992708874098054,1987,pre1991,SWM,0.0
1987-06-28,110.99857142857142,7,219.1,True,False,False,,,1.11,0.109,-3.216245299353273e-16,-1.0,1987,pre1991,SWM,0.0
1987-07-05,44.79714285714285,7,59.18,True,False,False,,,1.3,0.206,-0.12053668025532283,-0.992708874098054,1987,pre1991,SWM,0.0
1987-07-12,26.045714285714286,7,28.71,True,False,False,,,1.3,0.206,-0.23931566428755743,-0.9709418174260521,1987,pre1991,SWM,0.0
1987-07-19,28.53142857142857,7,31.11,True,False,False,,,1.3,0.206,-0.3546048870425356,-0.9350162426854148,1987,pre1991,SWM,0.0
1987-07-26,31.689999999999998,7,41.22,True,False,False,,,1.3,0.206,-0.46472317204376806,-0.8854560256532101,1987,pre1991,SWM,0.0
1987-08-02,66.89285714285714,7,102.7,True,False,False,,,1.46,0.297,-0.5680647467311556,-0.8229838658936565,1987,pre1991,SWM,0.0
1987-08-09,72.54857142857142,7,93.22,True,False,False,,,1.46,0.297,-0.663122658240795,-0.7485107481711013,1987,pre1991,SWM,0.0
1987-08-16,64.08571428571427,7,97.41,True,False,False,,,1.46,0.297,-0.7485107481711011,-0.6631226582407952,1987,pre1991,SWM,0.0
1987-08-23,51.861428571428576,7,59.78,True,False,False,,,1.46,0.297,-0.8229838658936564,-0.5680647467311559,1987,pre1991,SWM,0.0
1987-08-30,49.42857142857143,7,57.29,True,False,False,,,1.46,0.297,-0.8854560256532096,-0.4647231720437691,1987,pre1991,SWM,0.0
1987-09-06,54.98285714285714,7,61.96,True,False,False,,,1.49,0.392,-0.9350162426854147,-0.3546048870425359,1987,pre1991,SWM,0.0
1987-09-13,69.66428571428571,7,77.25,True,False,False,,,1.49,0.392,-0.970941817426052,-0.23931566428755774,1987,pre1991,SWM,0.0
1987-09-20,107.33142857142856,7,173.0,True,False,False,,,1.49,0.392,-0.992708874098054,-0.12053668025532357,1987,pre1991,SWM,0.0
1987-09-27,198.45714285714286,7,354.3,True,False,False,,,1.49,0.392,-1.0,-1.8369701987210297e-16,1987,pre1991,SWM,0.0
1987-10-04,164.15714285714284,7,219.1,True,False,False,,,1.41,0.254,-0.992708874098054,0.1205366802553232,1987,pre1991,NEM,0.0
1987-10-11,314.9857142857143,7,408.1,True,False,False,,,1.41,0.254,-0.9709418174260521,0.23931566428755738,1987,pre1991,NEM,0.0
1987-10-18,295.5428571428571,7,542.5,True,False,False,,,1.41,0.254,-0.9350162426854148,0.35460488704253557,1987,pre1991,NEM,0.0
1987-10-25,306.88571428571424,7,567.5,True,False,False,,,1.41,0.254,-0.8854560256532101,0.464723172043768,1987,pre1991,NEM,0.0
1987-11-01,112.05714285714285,7,124.6,True,False,False,,,1.2,-0.051,-0.822983865893657,0.5680647467311548,1987,pre1991,NEM,0.0
1987-11-08,118.32857142857142,7,142.5,True,False,False,,,1.2,-0.051,-0.7485107481711011,0.6631226582407953,1987,pre1991,NEM,0.0
1987-11-15,147.55714285714288,7,267.3,True,False,False,,,1.2,-0.051,-0.6631226582407956,0.7485107481711007,1987,pre1991,NEM,0.0
1987-11-22,369.15999999999997,7,1216.0,True,False,False,,,1.2,-0.051,-0.5680647467311559,0.8229838658936564,1987,pre1991,NEM,0.0
1987-11-29,201.24285714285716,7,379.0,True,False,False,,,1.2,-0.051,-0.4647231720437684,0.88545602565321,1987,pre1991,NEM,0.0
1987-12-06,114.39999999999999,7,120.0,True,False,False,,,1.0,0.152,-0.35460488704253595,0.9350162426854147,1987,pre1991,NEM,0.0
1987-12-13,161.52857142857144,7,208.1,True,False,False,,,1.0,0.152,-0.2393156642875578,0.970941817426052,1987,pre1991,NEM,0.0
1987-12-20,185.55714285714288,7,325.8,True,False,False,,,1.0,0.152,-0.12053668025532363,0.992708874098054,1987,pre1991,NEM,0.0
1987-12-27,79.02857142857144,7,87.77,True,False,False,,,1.0,0.152,6.432490598706546e-16,1.0,1987,pre1991,NEM,0.0
1988-01-03,66.81285714285714,7,73.38,True,False,False,,,0.63,0.353,0.12053668025532314,0.992708874098054,1987,pre1991,inter,0.0
1988-01-10,57.99714285714286,7,62.8,True,False,False,,,0.63,0.353,0.12053668025532305,0.992708874098054,1987,pre1991,inter,0.0
1988-01-17,53.23285714285714,7,59.89,True,False,False,,,0.63,0.353,0.23931566428755774,0.970941817426052,1987,pre1991,inter,0.0
1988-01-24,53.730000000000004,7,60.74,True,False,False,,,0.63,0.353,0.3546048870425356,0.9350162426854148,1987,pre1991,inter,0.0
1988-01-31,41.294285714285714,7,42.91,True,False,False,,,0.63,0.353,0.4647231720437685,0.8854560256532099,1987,pre1991,inter,0.0
1988-02-07,52.99428571428571,7,65.23,True,False,False,,,0.37,-0.154,0.5680647467311558,0.8229838658936564,1987,pre1991,inter,0.0
1988-02-14,41.06714285714286,7,52.32,True,False,False,,,0.37,-0.154,0.6631226582407952,0.7485107481711011,1987,pre1991,inter,0.0
1988-02-21,43.49285714285714,7,46.25,True,False,False,,,0.37,-0.154,0.7485107481711011,0.6631226582407953,1987,pre1991,inter,0.0
1988-02-28,187.90142857142857,7,388.0,True,False,False,,,0.37,-0.154,0.8229838658936564,0.5680647467311558,1987,pre1991,inter,0.0
1988-03-06,53.57571428571429,7,65.43,True,False,False,,,-0.03,-0.313,0.8854560256532098,0.4647231720437686,1987,pre1991,inter,0.0
1988-03-13,44.70428571428572,7,66.06,True,False,False,,,-0.03,-0.313,0.9350162426854148,0.35460488704253557,1987,pre1991,inter,0.0
1988-03-20,27.891428571428573,7,29.96,True,False,False,,,-0.03,-0.313,0.970941817426052,0.23931566428755804,1987,pre1991,inter,0.0
1988-03-27,54.26,7,76.66,True,False,False,,,-0.03,-0.313,0.992708874098054,0.120536680255323,1987,pre1991,inter,0.0
1988-04-03,33.862857142857145,7,42.03,True,False,False,,,-0.45,-0.128,1.0,-1.6081226496766366e-16,1987,pre1991,inter,0.0
1988-04-10,43.565714285714286,7,78.67,True,False,False,,,-0.45,-0.128,0.992708874098054,-0.12053668025532288,1987,pre1991,inter,0.0
1988-04-17,27.454285714285714,7,30.68,True,False,False,,,-0.45,-0.128,0.9709418174260521,-0.2393156642875575,1987,pre1991,inter,0.0
1988-04-24,68.22,7,85.65,True,False,False,,,-0.45,-0.128,0.9350162426854148,-0.35460488704253545,1987,pre1991,inter,0.0
1988-05-01,71.66285714285713,7,79.33,True,False,False,,,-0.99,-0.513,0.8854560256532099,-0.4647231720437685,1987,pre1991,inter,0.0
1988-05-08,93.81428571428572,7,138.3,True,False,False,,,-0.99,-0.513,0.8229838658936565,-0.5680647467311557,1987,pre1991,inter,0.0
1988-05-15,46.728571428571435,7,51.7,True,False,False,,,-0.99,-0.513,0.7485107481711013,-0.6631226582407951,1987,pre1991,inter,0.0
1988-05-22,30.964285714285715,7,39.22,True,False,False,,,-0.99,-0.513,0.6631226582407952,-0.7485107481711012,1987,pre1991,inter,0.0
1988-05-29,126.48285714285714,7,215.4,True,False,False,,,-0.99,-0.513,0.5680647467311558,-0.8229838658936564,1987,pre1991,inter,0.0
1988-06-05,116.81142857142856,7,203.2,True,False,False,,,-1.3,-0.272,0.46472317204376906,-0.8854560256532096,1988,pre1991,SWM,0.0
1988-06-12,55.31,7,80.3,True,False,False,,,-1.3,-0.272,0.35460488704253584,-0.9350162426854147,1988,pre1991,SWM,0.0
1988-06-19,32.502857142857145,7,34.72,True,False,False,,,-1.3,-0.272,0.23931566428755768,-0.970941817426052,1988,pre1991,SWM,0.0
1988-06-26,30.712857142857143,7,34.67,True,False,False,,,-1.3,-0.272,0.12053668025532308,-0.992708874098054,1988,pre1991,SWM,0.0
1988-07-03,34.02571428571429,7,39.95,True,False,False,,,-1.3,-0.15,-3.216245299353273e-16,-1.0,1988,pre1991,SWM,0.0
1988-07-10,97.87142857142858,7,153.6,True,False,False,,,-1.3,-0.15,-0.12053668025532283,-0.992708874098054,1988,pre1991,SWM,0.0
1988-07-17,89.37,7,114.8,True,False,False,,,-1.3,-0.15,-0.23931566428755743,-0.9709418174260521,1988,pre1991,SWM,0.0
1988-07-24,339.8414285714286,7,796.2,True,False,False,,,-1.3,-0.15,-0.3546048870425356,-0.9350162426854148,1988,pre1991,SWM,0.0
1988-07-31,339.88571428571424,7,607.2,True,False,False,,,-1.3,-0.15,-0.46472317204376806,-0.8854560256532101,1988,pre1991,SWM,0.0
1988-08-07,327.65714285714284,7,765.9,True,False,False,,,-1.14,-0.289,-0.5680647467311556,-0.8229838658936565,1988,pre1991,SWM,0.0
1988-08-14,296.95714285714286,7,485.2,True,False,False,,,-1.14,-0.289,-0.663122658240795,-0.7485107481711013,1988,pre1991,SWM,0.0
1988-08-21,299.2,7,441.6,True,False,False,,,-1.14,-0.289,-0.7485107481711011,-0.6631226582407952,1988,pre1991,SWM,0.0
1988-08-28,368.24285714285713,7,649.6,True,False,False,,,-1.14,-0.289,-0.8229838658936564,-0.5680647467311559,1988,pre1991,SWM,0.0
1988-09-04,440.87142857142857,7,684.8,True,False,False,,,-1.27,-0.394,-0.8854560256532096,-0.4647231720437691,1988,pre1991,SWM,0.0
1988-09-11,610.4,7,1297.0,True,False,False,,,-1.27,-0.394,-0.9350162426854147,-0.3546048870425359,1988,pre1991,SWM,0.0
1988-09-18,1081.1571428571428,7,1420.0,True,False,False,,,-1.27,-0.394,-0.970941817426052,-0.23931566428755774,1988,pre1991,SWM,0.0
1988-09-25,360.8142857142857,7,408.5,True,False,False,,,-1.27,-0.394,-0.992708874098054,-0.12053668025532357,1988,pre1991,SWM,0.0
1988-10-02,436.74285714285713,7,734.0,True,False,False,,,-1.54,-0.525,-1.0,-1.8369701987210297e-16,1988,pre1991,NEM,0.0
1988-10-09,279.7857142857143,7,368.0,True,False,False,,,-1.54,-0.525,-0.992708874098054,0.1205366802553232,1988,pre1991,NEM,0.0
1988-10-16,240.07142857142858,7,304.2,True,False,False,,,-1.54,-0.525,-0.9709418174260521,0.23931566428755738,1988,pre1991,NEM,0.0
1988-10-23,162.6,7,166.7,True,False,False,,,-1.54,-0.525,-0.9350162426854148,0.35460488704253557,1988,pre1991,NEM,0.0
1988-10-30,172.4857142857143,7,188.8,True,False,False,,,-1.54,-0.525,-0.8854560256532101,0.464723172043768,1988,pre1991,NEM,0.0
1988-11-06,153.77142857142857,7,160.2,True,False,False,,,-1.81,-0.184,-0.822983865893657,0.5680647467311548,1988,pre1991,NEM,0.0
1988-11-13,162.8857142857143,7,180.5,True,False,False,,,-1.81,-0.184,-0.7485107481711011,0.6631226582407953,1988,pre1991,NEM,0.0
1988-11-20,141.32857142857142,7,148.9,True,False,False,,,-1.81,-0.184,-0.6631226582407956,0.7485107481711007,1988,pre1991,NEM,0.0
1988-11-27,137.18571428571428,7,146.5,True,False,False,,,-1.81,-0.184,-0.5680647467311559,0.8229838658936564,1988,pre1991,NEM,0.0
1988-12-04,140.85714285714286,7,194.6,True,False,False,,,-1.85,0.156,-0.4647231720437684,0.88545602565321,1988,pre1991,NEM,0.0
1988-12-11,118.21428571428571,7,130.2,True,False,False,,,-1.85,0.156,-0.35460488704253595,0.9350162426854147,1988,pre1991,NEM,0.0
1988-12-18,106.10000000000001,7,109.4,True,False,False,,,-1.85,0.156,-0.2393156642875578,0.970941817426052,1988,pre1991,NEM,0.0
1988-12-25,97.62142857142858,7,106.9,True,False,False,,,-1.85,0.156,-0.12053668025532363,0.992708874098054,1988,pre1991,NEM,0.0
1989-01-01,153.55857142857144,7,369.3,True,False,False,,,-1.64,-0.281,6.432490598706546e-16,1.0,1988,pre1991,inter,0.0
1989-01-08,211.76142857142855,7,354.4,True,False,False,,,-1.64,-0.281,0.12053668025532305,0.992708874098054,1988,pre1991,inter,0.0
1989-01-15,80.25,7,81.96,True,False,False,,,-1.64,-0.281,0.23931566428755774,0.970941817426052,1988,pre1991,inter,0.0
1989-01-22,76.71714285714286,7,81.86,True,False,False,,,-1.64,-0.281,0.3546048870425356,0.9350162426854148,1988,pre1991,inter,0.0
1989-01-29,73.87428571428572,7,80.2,True,False,False,,,-1.64,-0.281,0.4647231720437685,0.8854560256532099,1988,pre1991,inter,0.0
1989-02-05,123.21571428571428,7,312.2,True,False,False,,,-1.38,-0.045,0.5680647467311558,0.8229838658936564,1988,pre1991,inter,0.0
1989-02-12,65.19,7,69.07,True,False,False,,,-1.38,-0.045,0.6631226582407952,0.7485107481711011,1988,pre1991,inter,0.0
1989-02-19,65.84,7,73.79,True,False,False,,,-1.38,-0.045,0.7485107481711011,0.6631226582407953,1988,pre1991,inter,0.0
1989-02-26,131.0157142857143,7,317.5,True,False,False,,,-1.38,-0.045,0.8229838658936564,0.5680647467311558,1988,pre1991,inter,0.0
1989-03-05,73.45714285714287,7,85.53,True,False,False,,,-1.09,-0.319,0.8854560256532098,0.4647231720437686,1988,pre1991,inter,0.0
1989-03-12,48.06714285714286,7,51.0,True,False,False,,,-1.09,-0.319,0.9350162426854148,0.35460488704253557,1988,pre1991,inter,0.0
1989-03-19,54.527142857142856,7,61.97,True,False,False,,,-1.09,-0.319,0.970941817426052,0.23931566428755804,1988,pre1991,inter,0.0
1989-03-26,60.464285714285715,7,83.08,True,False,False,,,-1.09,-0.319,0.992708874098054,0.120536680255323,1988,pre1991,inter,0.0
1989-04-02,53.22571428571428,7,59.48,True,False,False,,,-0.85,-0.48,1.0,-1.6081226496766366e-16,1988,pre1991,inter,0.0
1989-04-09,49.75,7,58.13,True,False,False,,,-0.85,-0.48,0.992708874098054,-0.12053668025532288,1988,pre1991,inter,0.0
1989-04-16,50.44714285714286,7,57.39,True,False,False,,,-0.85,-0.48,0.9709418174260521,-0.2393156642875575,1988,pre1991,inter,0.0
1989-04-23,46.465714285714284,7,49.46,True,False,False,,,-0.85,-0.48,0.9350162426854148,-0.35460488704253545,1988,pre1991,inter,0.0
1989-04-30,58.519999999999996,7,84.99,True,False,False,,,-0.85,-0.48,0.8854560256532099,-0.4647231720437685,1988,pre1991,inter,0.0
1989-05-07,60.135714285714286,7,69.91,True,False,False,,,-0.61,-0.594,0.8229838658936565,-0.5680647467311557,1988,pre1991,inter,0.0
1989-05-14,57.151428571428575,7,65.2,True,False,False,,,-0.61,-0.594,0.7485107481711013,-0.6631226582407951,1988,pre1991,inter,0.0
1989-05-21,68.96285714285715,7,82.35,True,False,False,,,-0.61,-0.594,0.6631226582407952,-0.7485107481711012,1988,pre1991,inter,0.0
1989-05-28,50.464285714285715,7,64.59,True,False,False,,,-0.61,-0.594,0.5680647467311558,-0.8229838658936564,1988,pre1991,inter,0.0
