week_ending,reservoir,live_storage_bcm
2020-09-03,Mettur,1.475
2020-09-10,Mettur,1.545
2020-09-17,Mettur,1.546
2020-09-24,Mettur,1.771
2020-10-01,Mettur,1.715
2020-10-08,Mettur,1.765
2020-10-15,Mettur,1.836
2020-10-22,Mettur,1.783
2020-10-29,Mettur,1.863
2020-11-05,Mettur,1.706
2020-11-12,Mettur,1.638
2020-11-19,Mettur,1.7245
2020-11-26,Mettur,1.811
2020-12-03,Mettur,1.897
2020-12-10,Mettur,1.983
2020-12-17,Mettur,2.072
2020-12-24,Mettur,2.092
2020-12-31,Mettur,2.059
2021-01-07,Mettur,2.022
2021-01-14,Mettur,2.036
2021-01-21,Mettur,2.057
2021-01-28,Mettur,2.061
2021-02-04,Mettur,2.049
2021-02-11,Mettur,2.023
2021-02-18,Mettur,1.993
2021-02-25,Mettur,1.966
2021-03-04,Mettur,1.937
2021-03-11,Mettur,1.913
2021-03-18,Mettur,1.878
2021-03-25,Mettur,1.847
2021-04-01,Mettur,1.816
2021-04-08,Mettur,1.786
2021-04-15,Mettur,1.76
2021-04-22,Mettur,1.7574999999999998
2021-04-29,Mettur,1.755
2021-05-06,Mettur,1.762
2021-05-13,Mettur,1.758
2021-05-20,Mettur,1.759
2021-05-27,Mettur,1.7475
2021-06-03,Mettur,1.736
2021-06-10,Mettur,1.721
2021-06-17,Mettur,1.633
2021-06-24,Mettur,1.513
2021-07-01,Mettur,1.345
2021-07-08,Mettur,1.113
2021-07-15,Mettur,0.986
2021-07-22,Mettur,1.013
2021-07-29,Mettur,1.214
2021-08-05,Mettur,1.174
2021-08-12,Mettur,1.01
2021-08-19,Mettur,0.86
2021-08-26,Mettur,0.831
2021-09-02,Mettur,0.894
2021-09-09,Mettur,1.06
2021-09-16,Mettur,1.031
2021-09-23,Mettur,1.014
2021-09-30,Mettur,1.002
2021-10-07,Mettur,1.086
2021-10-14,Mettur,1.34
2021-10-21,Mettur,1.631
2021-10-28,Mettur,2.109
2021-11-04,Mettur,2.4575
2021-11-11,Mettur,2.602
2021-11-18,Mettur,2.647
2021-11-25,Mettur,2.647
2021-12-02,Mettur,2.647
2021-12-09,Mettur,2.647
2021-12-16,Mettur,2.647
2021-12-23,Mettur,2.647
2021-12-30,Mettur,2.491
2022-01-06,Mettur,2.49
2022-01-13,Mettur,2.437
2022-01-20,Mettur,2.307
2022-01-27,Mettur,2.181
2022-02-03,Mettur,2.158
2022-02-10,Mettur,2.154
2022-02-17,Mettur,2.13
2022-02-24,Mettur,2.104
2022-03-03,Mettur,2.08
2022-03-10,Mettur,2.056
2022-03-17,Mettur,2.032
2022-03-24,Mettur,2.022
2022-03-31,Mettur,2.028833333333333
2022-04-07,Mettur,2.0356666666666667
2022-05-05,Mettur,2.063
2022-05-12,Mettur,2.109
2022-05-19,Mettur,2.265
2022-05-26,Mettur,2.554
2022-06-02,Mettur,2.4955
2022-06-09,Mettur,2.437
2022-06-16,Mettur,2.2966666666666664
2022-06-23,Mettur,2.1563333333333334
2022-06-30,Mettur,2.016
2022-07-07,Mettur,1.846
2022-07-14,Mettur,2.226
2022-07-21,Mettur,2.647
2022-07-28,Mettur,2.647
2022-08-04,Mettur,2.647
2022-08-11,Mettur,2.647
2022-08-18,Mettur,2.647
2022-08-25,Mettur,2.647
2022-09-01,Mettur,2.647
2022-09-08,Mettur,2.647
2022-09-15,Mettur,2.647
2022-09-22,Mettur,2.647
2022-09-29,Mettur,2.591
2022-10-06,Mettur,2.6189999999999998
2022-10-13,Mettur,2.647
2022-10-20,Mettur,2.647
2022-10-27,Mettur,2.647
2022-11-03,Mettur,2.647
2022-11-10,Mettur,2.647
2022-11-17,Mettur,2.647
2022-11-24,Mettur,2.647
2022-12-01,Mettur,2.647
2022-12-08,Mettur,2.647
2022-12-15,Mettur,2.647
2022-12-22,Mettur,2.647
2022-12-29,Mettur,2.647
2023-01-05,Mettur,2.516
2023-01-12,Mettur,2.339
2023-01-19,Mettur,2.156
2023-01-26,Mettur,2.0010000000000003
2023-02-02,Mettur,1.975
2023-02-09,Mettur,1.978
2023-02-16,Mettur,1.98
2023-02-23,Mettur,1.974
2023-03-02,Mettur,1.969
2023-03-09,Mettur,1.967
2023-03-16,Mettur,1.965
2023-03-23,Mettur,1.9576666666666667
2023-03-30,Mettur,1.9503333333333335
2023-04-06,Mettur,1.937
2023-04-13,Mettur,1.935
2023-04-20,Mettur,1.919
2023-04-27,Mettur,1.895
2023-05-04,Mettur,1.896
2023-05-11,Mettur,1.96
2023-05-18,Mettur,1.981
2023-05-25,Mettur,1.968
2023-06-01,Mettur,1.975
2023-06-08,Mettur,1.97
2023-06-15,Mettur,1.895
2023-06-22,Mettur,1.726
2023-06-29,Mettur,1.616
2023-07-06,Mettur,1.3265
2023-07-13,Mettur,1.147
2023-07-20,Mettur,0.974
2023-07-27,Mettur,0.806
2023-08-03,Mettur,0.726
2023-08-10,Mettur,0.643
2023-08-17,Mettur,0.56
2023-08-24,Mettur,0.612
2023-08-31,Mettur,0.504
2023-09-07,Mettur,0.43100000000000005
2023-09-14,Mettur,0.404
2023-09-21,Mettur,0.322
2023-09-28,Mettur,0.317
2023-10-05,Mettur,0.256
2023-10-12,Mettur,0.25
2023-10-19,Mettur,0.429
2023-10-26,Mettur,0.503
2023-11-02,Mettur,0.554
2023-11-09,Mettur,0.614
2023-11-16,Mettur,0.715
2023-11-23,Mettur,0.774
2023-11-30,Mettur,0.837
2023-12-07,Mettur,0.871
2023-12-14,Mettur,0.912
2023-12-21,Mettur,0.939
2023-12-28,Mettur,0.954
2024-01-04,Mettur,0.957
2024-01-11,Mettur,0.954
2024-01-18,Mettur,0.947
2024-01-25,Mettur,0.946
2024-02-01,Mettur,0.94
2024-02-08,Mettur,0.87
2024-02-15,Mettur,0.825
2024-02-22,Mettur,0.806
2024-02-29,Mettur,0.787
2024-03-07,Mettur,0.767
2024-03-14,Mettur,0.747
2024-03-21,Mettur,0.729
2024-03-28,Mettur,0.709
2024-04-04,Mettur,0.678
2024-04-11,Mettur,0.656
2024-04-18,Mettur,0.61
2024-04-25,Mettur,0.584
2024-05-02,Mettur,0.561
2024-05-09,Mettur,0.535
2024-05-16,Mettur,0.507
2024-05-23,Mettur,0.4915
2024-05-30,Mettur,0.453
2024-06-06,Mettur,0.417
2024-06-13,Mettur,0.393
2024-06-20,Mettur,0.367
2024-06-27,Mettur,0.346
2024-07-04,Mettur,0.338
2024-07-11,Mettur,0.367
2024-07-18,Mettur,0.505
2024-07-25,Mettur,1.469
2024-08-01,Mettur,2.647
2024-08-08,Mettur,2.647
2024-08-15,Mettur,2.647
2024-08-22,Mettur,2.623
2024-08-29,Mettur,2.49
2024-09-05,Mettur,2.481
2024-09-12,Mettur,2.348
2024-09-19,Mettur,2.123
2024-09-26,Mettur,1.797
2024-10-03,Mettur,1.627
2024-10-10,Mettur,1.526
2024-10-17,Mettur,1.602
2024-10-24,Mettur,1.888
2024-10-31,Mettur,2.012
2024-11-07,Mettur,2.094
2024-11-14,Mettur,2.063
2024-11-21,Mettur,2.154
2024-11-28,Mettur,2.223
2024-12-05,Mettur,2.41
2024-12-12,Mettur,2.516
2024-12-19,Mettur,2.599
2024-12-26,Mettur,2.626
2025-01-02,Mettur,2.647
2025-01-09,Mettur,2.475
2025-01-16,Mettur,2.378
2025-01-23,Mettur,2.299
2025-01-30,Mettur,2.246
2025-02-06,Mettur,2.238
2025-02-13,Mettur,2.228
2025-02-20,Mettur,2.219
2025-02-27,Mettur,2.211
2025-03-06,Mettur,2.195
2025-03-13,Mettur,2.177
2025-03-20,Mettur,2.158
2025-03-27,Mettur,2.15
2025-04-03,Mettur,2.142
2025-04-10,Mettur,2.131245
2025-04-17,Mettur,2.12049
2025-04-24,Mettur,2.13032
2025-05-01,Mettur,2.13108
2025-05-08,Mettur,2.1532
2025-04-03,Papanasam,0.062
2025-04-10,Papanasam,0.062204999999999996
2025-04-17,Papanasam,0.06241
2025-04-24,Papanasam,0.06137
2025-05-01,Papanasam,0.06745
2025-05-08,Papanasam,0.05805
2015-04-16,Parambikulam,0.07
2015-04-23,Parambikulam,0.069
2015-04-30,Parambikulam,0.067
2015-05-07,Parambikulam,0.064
2015-05-14,Parambikulam,0.063
2015-05-21,Parambikulam,0.063
2015-05-28,Parambikulam,0.063
2015-06-04,Parambikulam,0.062
2015-06-11,Parambikulam,0.062
2015-06-18,Parambikulam,0.062
2015-06-25,Parambikulam,0.063
2015-07-02,Parambikulam,0.083
2015-07-09,Parambikulam,0.09
2015-07-16,Parambikulam,0.103
2015-07-23,Parambikulam,0.125
2015-07-30,Parambikulam,0.147
2015-08-06,Parambikulam,0.165
2015-08-13,Parambikulam,0.174
2015-08-20,Parambikulam,0.183
2015-08-27,Parambikulam,0.205
2015-09-03,Parambikulam,0.218
2015-09-10,Parambikulam,0.242
2015-09-17,Parambikulam,0.252
2015-09-24,Parambikulam,0.263
2015-10-01,Parambikulam,0.2725
2015-10-08,Parambikulam,0.277
2015-10-15,Parambikulam,0.276
2015-10-22,Parambikulam,0.2705
2015-10-29,Parambikulam,0.265
2015-11-05,Parambikulam,0.261
2015-11-12,Parambikulam,0.264
2015-11-19,Parambikulam,0.271
2015-11-26,Parambikulam,0.274
2015-12-03,Parambikulam,0.276
2015-12-10,Parambikulam,0.28
2015-12-17,Parambikulam,0.276
2015-12-24,Parambikulam,0.262
2015-12-31,Parambikulam,0.253
2016-01-07,Parambikulam,0.246
2016-01-14,Parambikulam,0.241
2016-01-21,Parambikulam,0.236
2016-01-28,Parambikulam,0.232
2016-02-04,Parambikulam,0.222
2016-02-11,Parambikulam,0.205
2016-02-18,Parambikulam,0.185
2016-02-25,Parambikulam,0.168
2016-03-03,Parambikulam,0.151
2016-03-10,Parambikulam,0.133
2016-03-17,Parambikulam,0.118
2016-03-24,Parambikulam,0.10300000000000001
2016-03-31,Parambikulam,0.097
2016-04-07,Parambikulam,0.083
2016-04-14,Parambikulam,0.0655
2016-04-21,Parambikulam,0.056
2016-04-28,Parambikulam,0.0495
2016-05-05,Parambikulam,0.043
2016-05-12,Parambikulam,0.039
2016-05-19,Parambikulam,0.035
2016-05-26,Parambikulam,0.034
2016-06-02,Parambikulam,0.033
2016-06-09,Parambikulam,0.034
2016-06-16,Parambikulam,0.035
2016-06-23,Parambikulam,0.037
2016-06-30,Parambikulam,0.039
2016-07-07,Parambikulam,0.074
2016-07-14,Parambikulam,0.086
2016-07-21,Parambikulam,0.114
2016-07-28,Parambikulam,0.129
2016-08-04,Parambikulam,0.133
2016-08-11,Parambikulam,0.131
2016-08-18,Parambikulam,0.143
2016-08-25,Parambikulam,0.1555
2016-09-01,Parambikulam,0.157
2016-09-08,Parambikulam,0.154
2016-09-15,Parambikulam,0.149
2016-09-22,Parambikulam,0.146
2016-09-29,Parambikulam,0.14
2016-10-06,Parambikulam,0.132
2016-10-13,Parambikulam,0.127
2016-10-20,Parambikulam,0.122
2016-10-27,Parambikulam,0.128
2016-11-03,Parambikulam,0.132
2016-11-10,Parambikulam,0.133
2016-11-17,Parambikulam,0.118
2016-11-24,Parambikulam,0.104
2016-12-01,Parambikulam,0.092
2016-12-08,Parambikulam,0.086
2016-12-15,Parambikulam,0.083
2016-12-22,Parambikulam,0.077
2016-12-29,Parambikulam,0.071
2017-01-05,Parambikulam,0.0625
2017-01-12,Parambikulam,0.054
2017-01-19,Parambikulam,0.049
2017-01-26,Parambikulam,0.0665
2017-02-02,Parambikulam,0.041
2017-02-09,Parambikulam,0.037
2017-02-16,Parambikulam,0.034
2017-02-23,Parambikulam,0.03
2017-03-02,Parambikulam,0.025
2017-03-09,Parambikulam,0.024
2017-03-16,Parambikulam,0.0235
2017-03-23,Parambikulam,0.023
2017-03-30,Parambikulam,0.022
2017-04-06,Parambikulam,0.019
2017-04-13,Parambikulam,0.018
2017-04-20,Parambikulam,0.017
2017-04-27,Parambikulam,0.018
2017-05-04,Parambikulam,0.019
2017-05-11,Parambikulam,0.019
2017-05-18,Parambikulam,0.02
2017-05-25,Parambikulam,0.02
2017-06-01,Parambikulam,0.02
2017-06-08,Parambikulam,0.02
2017-06-15,Parambikulam,0.023
2017-06-22,Parambikulam,0.023
2017-06-29,Parambikulam,0.029
2017-07-06,Parambikulam,0.043
2017-07-13,Parambikulam,0.05
2017-07-20,Parambikulam,0.067
2017-07-27,Parambikulam,0.082
2017-08-03,Parambikulam,0.097
2017-08-10,Parambikulam,0.104
2017-08-17,Parambikulam,0.101
2017-08-24,Parambikulam,0.104
2017-08-31,Parambikulam,0.11
2017-09-07,Parambikulam,0.132
2017-09-14,Parambikulam,0.1535
2017-09-21,Parambikulam,0.175
2017-09-28,Parambikulam,0.189
2017-10-05,Parambikulam,0.19
2017-10-12,Parambikulam,0.19
2017-10-19,Parambikulam,0.1895
2017-10-26,Parambikulam,0.187
2017-11-02,Parambikulam,0.1895
2017-11-09,Parambikulam,0.192
2017-11-16,Parambikulam,0.2
2017-11-23,Parambikulam,0.195
2017-11-30,Parambikulam,0.189
2017-12-07,Parambikulam,0.182
2017-12-14,Parambikulam,0.169
2017-12-21,Parambikulam,0.156
2017-12-28,Parambikulam,0.148
2018-01-04,Parambikulam,0.139
2018-01-11,Parambikulam,0.118
2018-01-18,Parambikulam,0.104
2018-01-25,Parambikulam,0.089
2018-02-01,Parambikulam,0.079
2018-02-08,Parambikulam,0.069
2018-02-15,Parambikulam,0.064
2018-02-22,Parambikulam,0.062
2018-03-01,Parambikulam,0.052
2018-03-08,Parambikulam,0.043
2018-03-15,Parambikulam,0.037
2018-03-22,Parambikulam,0.033
2018-03-29,Parambikulam,0.027000000000000003
2018-04-05,Parambikulam,0.025
2018-04-12,Parambikulam,0.022
2018-04-19,Parambikulam,0.024
2018-04-26,Parambikulam,0.023
2018-05-03,Parambikulam,0.021
2018-05-10,Parambikulam,0.022
2018-05-17,Parambikulam,0.023
2018-05-24,Parambikulam,0.023
2018-05-31,Parambikulam,0.027
2018-06-07,Parambikulam,0.029
2018-06-14,Parambikulam,0.053
2018-06-21,Parambikulam,0.081
2018-06-28,Parambikulam,0.1
2018-07-05,Parambikulam,0.124
2018-07-12,Parambikulam,0.154
2018-07-19,Parambikulam,0.316
2018-07-26,Parambikulam,0.34550000000000003
2018-08-02,Parambikulam,0.375
2018-08-09,Parambikulam,0.372
2018-08-16,Parambikulam,0.369
2018-08-23,Parambikulam,0.366
2018-08-30,Parambikulam,0.373
2018-09-06,Parambikulam,0.375
2018-09-13,Parambikulam,0.379
2018-09-20,Parambikulam,0.375
2018-09-27,Parambikulam,0.3705
2018-10-04,Parambikulam,0.366
2018-10-11,Parambikulam,0.365
2018-10-18,Parambikulam,0.3605
2018-10-25,Parambikulam,0.356
2018-11-01,Parambikulam,0.35
2018-11-08,Parambikulam,0.349
2018-11-15,Parambikulam,0.345
2018-11-22,Parambikulam,0.344
2018-11-29,Parambikulam,0.342
2018-12-06,Parambikulam,0.338
2018-12-13,Parambikulam,0.336
2018-12-20,Parambikulam,0.331
2018-12-27,Parambikulam,0.32533333333333336
2019-01-03,Parambikulam,0.31966666666666665
2019-01-10,Parambikulam,0.314
2019-01-17,Parambikulam,0.305
2019-01-24,Parambikulam,0.2925
2019-01-31,Parambikulam,0.28
2019-02-07,Parambikulam,0.263
2019-02-14,Parambikulam,0.253
2019-02-21,Parambikulam,0.25
2019-02-28,Parambikulam,0.238
2019-03-07,Parambikulam,0.226
2019-03-14,Parambikulam,0.209
2019-03-21,Parambikulam,0.1885
2019-03-28,Parambikulam,0.183
2019-04-04,Parambikulam,0.166
2019-04-11,Parambikulam,0.169
2019-04-18,Parambikulam,0.148
2019-04-25,Parambikulam,0.13
2019-05-02,Parambikulam,0.11
2019-05-09,Parambikulam,0.094
2019-05-16,Parambikulam,0.082
2019-05-23,Parambikulam,0.068
2019-05-30,Parambikulam,0.061
2019-06-06,Parambikulam,0.057
2019-06-13,Parambikulam,0.056
2019-06-20,Parambikulam,0.057
2019-06-27,Parambikulam,0.058
2019-07-04,Parambikulam,0.058
2019-07-11,Parambikulam,0.056
2019-07-18,Parambikulam,0.054
2019-07-25,Parambikulam,0.06
2019-08-01,Parambikulam,0.071
2019-08-08,Parambikulam,0.094
2019-08-15,Parambikulam,0.218
2019-08-22,Parambikulam,0.245
2019-08-29,Parambikulam,0.272
2019-09-05,Parambikulam,0.307
2019-09-12,Parambikulam,0.351
2019-09-19,Parambikulam,0.359
2019-09-26,Parambikulam,0.367
2019-10-03,Parambikulam,0.369
2019-10-10,Parambikulam,0.371
2019-10-17,Parambikulam,0.371
2019-10-24,Parambikulam,0.371
2019-10-31,Parambikulam,0.373
2019-11-07,Parambikulam,0.375
2019-11-14,Parambikulam,0.374
2019-11-21,Parambikulam,0.373
2019-11-28,Parambikulam,0.37
2019-12-05,Parambikulam,0.363
2019-12-12,Parambikulam,0.36
2019-12-19,Parambikulam,0.359
2019-12-26,Parambikulam,0.358
2020-01-02,Parambikulam,0.354
2020-01-09,Parambikulam,0.35
2020-01-16,Parambikulam,0.349
2020-01-23,Parambikulam,0.351
2020-01-30,Parambikulam,0.345
2020-02-06,Parambikulam,0.327
2020-02-13,Parambikulam,0.322
2020-02-20,Parambikulam,0.305
2020-02-27,Parambikulam,0.293
2020-03-05,Parambikulam,0.273
2020-03-12,Parambikulam,0.253
2020-03-19,Parambikulam,0.237
2020-03-26,Parambikulam,0.234
2020-04-02,Parambikulam,0.2
2020-04-09,Parambikulam,0.183
2020-04-16,Parambikulam,0.165
2020-04-23,Parambikulam,0.147
2020-04-30,Parambikulam,0.135
2020-05-07,Parambikulam,0.1095
2020-05-14,Parambikulam,0.1
2020-05-21,Parambikulam,0.085
2020-05-28,Parambikulam,0.073
2020-06-04,Parambikulam,0.068
2020-06-11,Parambikulam,0.069
2020-06-18,Parambikulam,0.071
2020-06-25,Parambikulam,0.074
2020-07-02,Parambikulam,0.075
2020-07-09,Parambikulam,0.085
2020-07-16,Parambikulam,0.095
2020-07-23,Parambikulam,0.125
2020-07-30,Parambikulam,0.143
2020-08-06,Parambikulam,0.183
2020-08-13,Parambikulam,0.312
2020-08-20,Parambikulam,0.333
2020-08-27,Parambikulam,0.331
2020-09-03,Parambikulam,0.326
2020-09-10,Parambikulam,0.339
2020-09-17,Parambikulam,0.368
2020-09-24,Parambikulam,0.377
2020-10-01,Parambikulam,0.378
2020-10-08,Parambikulam,0.378
2020-10-15,Parambikulam,0.379
2020-10-22,Parambikulam,0.378
2020-10-29,Parambikulam,0.374
2020-11-05,Parambikulam,0.371
2020-11-12,Parambikulam,0.368
2020-11-19,Parambikulam,0.365
2020-11-26,Parambikulam,0.362
2020-12-03,Parambikulam,0.3645
2020-12-10,Parambikulam,0.367
2020-12-17,Parambikulam,0.363
2020-12-24,Parambikulam,0.359
2020-12-31,Parambikulam,0.354
2021-01-07,Parambikulam,0.343
2021-01-14,Parambikulam,0.334
2021-01-21,Parambikulam,0.324
2021-01-28,Parambikulam,0.312
2021-02-04,Parambikulam,0.301
2021-02-11,Parambikulam,0.293
2021-02-18,Parambikulam,0.286
2021-02-25,Parambikulam,0.275
2021-03-04,Parambikulam,0.265
2021-03-11,Parambikulam,0.255
2021-03-18,Parambikulam,0.242
2021-03-25,Parambikulam,0.227
2021-04-01,Parambikulam,0.211
2021-04-08,Parambikulam,0.197
2021-04-15,Parambikulam,0.183
2021-04-22,Parambikulam,0.16899999999999998
2021-04-29,Parambikulam,0.155
2021-05-06,Parambikulam,0.136
2021-05-13,Parambikulam,0.124
2021-05-20,Parambikulam,0.129
2021-05-27,Parambikulam,0.123
2021-06-03,Parambikulam,0.117
2021-06-10,Parambikulam,0.119
2021-06-17,Parambikulam,0.128
2021-06-24,Parambikulam,0.145
2021-07-01,Parambikulam,0.156
2021-07-08,Parambikulam,0.165
2021-07-15,Parambikulam,0.187
2021-07-22,Parambikulam,0.216
2021-07-29,Parambikulam,0.292
2021-08-05,Parambikulam,0.317
2021-08-12,Parambikulam,0.342
2021-08-19,Parambikulam,0.352
2021-08-26,Parambikulam,0.361
2021-09-02,Parambikulam,0.374
2021-09-09,Parambikulam,0.378
2021-09-16,Parambikulam,0.377
2021-09-23,Parambikulam,0.378
2021-09-30,Parambikulam,0.379
2021-10-07,Parambikulam,0.378
2021-10-14,Parambikulam,0.376
2021-10-21,Parambikulam,0.372
2021-10-28,Parambikulam,0.371
2021-11-04,Parambikulam,0.373
2021-11-11,Parambikulam,0.373
2021-11-18,Parambikulam,0.374
2021-11-25,Parambikulam,0.373
2021-12-02,Parambikulam,0.374
2021-12-09,Parambikulam,0.375
2021-12-16,Parambikulam,0.375
2021-12-23,Parambikulam,0.374
2021-12-30,Parambikulam,0.376
2022-01-06,Parambikulam,0.37
2022-01-13,Parambikulam,0.364
2022-01-20,Parambikulam,0.357
2022-01-27,Parambikulam,0.349
2022-02-03,Parambikulam,0.344
2022-02-10,Parambikulam,0.342
2022-02-17,Parambikulam,0.338
2022-02-24,Parambikulam,0.335
2022-03-03,Parambikulam,0.333
2022-03-10,Parambikulam,0.331
2022-03-17,Parambikulam,0.329
2022-03-24,Parambikulam,0.315
2022-03-31,Parambikulam,0.3005
2022-04-07,Parambikulam,0.28600000000000003
2022-05-05,Parambikulam,0.228
2022-05-12,Parambikulam,0.214
2022-05-19,Parambikulam,0.212
2022-05-26,Parambikulam,0.215
2022-06-02,Parambikulam,0.2135
2022-06-09,Parambikulam,0.212
2022-06-16,Parambikulam,0.213
2022-06-23,Parambikulam,0.214
2022-06-30,Parambikulam,0.215
2022-07-07,Parambikulam,0.242
2022-07-14,Parambikulam,0.311
2022-07-21,Parambikulam,0.36
2022-07-28,Parambikulam,0.36
2022-08-04,Parambikulam,0.358
2022-08-11,Parambikulam,0.362
2022-08-18,Parambikulam,0.366
2022-08-25,Parambikulam,0.37
2022-09-01,Parambikulam,0.37
2022-09-08,Parambikulam,0.371
2022-09-15,Parambikulam,0.372
2022-09-22,Parambikulam,0.37
2022-09-29,Parambikulam,0.25
2022-10-06,Parambikulam,0.23149999999999998
2022-10-13,Parambikulam,0.213
2022-10-20,Parambikulam,0.21
2022-10-27,Parambikulam,0.204
2022-11-03,Parambikulam,0.196
2022-11-10,Parambikulam,0.192
2022-11-17,Parambikulam,0.197
2022-11-24,Parambikulam,0.199
2022-12-01,Parambikulam,0.197
2022-12-08,Parambikulam,0.193
2022-12-15,Parambikulam,0.198
2022-12-22,Parambikulam,0.212
2022-12-29,Parambikulam,0.224
2023-01-05,Parambikulam,0.223
2023-01-12,Parambikulam,0.223
2023-01-19,Parambikulam,0.223
2023-01-26,Parambikulam,0.20700000000000002
2023-02-02,Parambikulam,0.199
2023-02-09,Parambikulam,0.186
2023-02-16,Parambikulam,0.172
2023-02-23,Parambikulam,0.154
2023-03-02,Parambikulam,0.137
2023-03-09,Parambikulam,0.123
2023-03-16,Parambikulam,0.109
2023-03-23,Parambikulam,0.10066666666666667
2023-03-30,Parambikulam,0.09233333333333334
2023-04-06,Parambikulam,0.076
2023-04-13,Parambikulam,0.068
2023-04-20,Parambikulam,0.061
2023-04-27,Parambikulam,0.059
2023-05-04,Parambikulam,0.055
2023-05-11,Parambikulam,0.053
2023-05-18,Parambikulam,0.053
2023-05-25,Parambikulam,0.053
2023-06-01,Parambikulam,0.053
2023-06-08,Parambikulam,0.053
2023-06-15,Parambikulam,0.053
2023-06-22,Parambikulam,0.058
2023-06-29,Parambikulam,0.0695
2023-07-06,Parambikulam,0.1005
2023-07-13,Parambikulam,0.12
2023-07-20,Parambikulam,0.127
2023-07-27,Parambikulam,0.159
2023-08-03,Parambikulam,0.161
2023-08-10,Parambikulam,0.166
2023-08-17,Parambikulam,0.171
2023-08-24,Parambikulam,0.184
2023-08-31,Parambikulam,0.193
2023-09-07,Parambikulam,0.193
2023-09-14,Parambikulam,0.195
2023-09-21,Parambikulam,0.199
2023-09-28,Parambikulam,0.202
2023-10-05,Parambikulam,0.207
2023-10-12,Parambikulam,0.203
2023-10-19,Parambikulam,0.205
2023-10-26,Parambikulam,0.2
2023-11-02,Parambikulam,0.206
2023-11-09,Parambikulam,0.222
2023-11-16,Parambikulam,0.232
2023-11-23,Parambikulam,0.24
2023-11-30,Parambikulam,0.248
2023-12-07,Parambikulam,0.254
2023-12-14,Parambikulam,0.255
2023-12-21,Parambikulam,0.248
2023-12-28,Parambikulam,0.238
2024-01-04,Parambikulam,0.231
2024-01-11,Parambikulam,0.224
2024-01-18,Parambikulam,0.211
2024-01-25,Parambikulam,0.209
2024-02-01,Parambikulam,0.209
2024-02-08,Parambikulam,0.205
2024-02-15,Parambikulam,0.19
2024-02-22,Parambikulam,0.172
2024-02-29,Parambikulam,0.156
2024-03-07,Parambikulam,0.14
2024-03-14,Parambikulam,0.123
2024-03-21,Parambikulam,0.106
2024-03-28,Parambikulam,0.092
2024-04-04,Parambikulam,0.081
2024-04-11,Parambikulam,0.07500000000000001
2024-04-18,Parambikulam,0.061
2024-04-25,Parambikulam,0.053
2024-05-02,Parambikulam,0.046
2024-05-09,Parambikulam,0.04
2024-05-16,Parambikulam,0.041
2024-05-23,Parambikulam,0.043
2024-05-30,Parambikulam,0.047
2024-06-06,Parambikulam,0.048
2024-06-13,Parambikulam,0.052
2024-06-20,Parambikulam,0.053
2024-06-27,Parambikulam,0.064
2024-07-04,Parambikulam,0.089
2024-07-11,Parambikulam,0.105
2024-07-18,Parambikulam,0.142
2024-07-25,Parambikulam,0.204
2024-08-01,Parambikulam,0.313
2024-08-08,Parambikulam,0.362
2024-08-15,Parambikulam,0.3655
2024-08-22,Parambikulam,0.375
2024-08-29,Parambikulam,0.368
2024-09-05,Parambikulam,0.377
2024-09-12,Parambikulam,0.379
2024-09-19,Parambikulam,0.377
2024-09-26,Parambikulam,0.372
2024-10-03,Parambikulam,0.368
2024-10-10,Parambikulam,0.368
2024-10-17,Parambikulam,0.376
2024-10-24,Parambikulam,0.378
2024-10-31,Parambikulam,0.3765
2024-11-07,Parambikulam,0.375
2024-11-14,Parambikulam,0.372
2024-11-21,Parambikulam,0.366
2024-11-28,Parambikulam,0.36
2024-12-05,Parambikulam,0.358
2024-12-12,Parambikulam,0.351
2024-12-19,Parambikulam,0.351
2024-12-26,Parambikulam,0.346
2025-01-02,Parambikulam,0.351
2025-01-09,Parambikulam,0.358
2025-01-16,Parambikulam,0.365
2025-01-23,Parambikulam,0.372
2025-01-30,Parambikulam,0.364
2025-02-06,Parambikulam,0.36
2025-02-13,Parambikulam,0.351
2025-02-20,Parambikulam,0.334
2025-02-27,Parambikulam,0.33
2025-03-06,Parambikulam,0.317
2025-03-13,Parambikulam,0.298
2025-03-20,Parambikulam,0.282
2025-03-27,Parambikulam,0.26549999999999996
2025-04-03,Parambikulam,0.249
2025-04-10,Parambikulam,0.29359
2025-04-17,Parambikulam,0.33818
2025-04-24,Parambikulam,0.32201
2025-05-01,Parambikulam,0.30625
2025-05-08,Parambikulam,0.28729
2022-02-10,Sathanur,0.102
2022-02-17,Sathanur,0.102
2022-02-24,Sathanur,0.102
2022-03-03,Sathanur,0.10099999999999999
2022-03-10,Sathanur,0.1
2022-03-17,Sathanur,0.099
2022-03-24,Sathanur,0.098
2022-03-31,Sathanur,0.08966666666666667
2022-04-07,Sathanur,0.08133333333333334
2022-05-05,Sathanur,0.048
2022-05-12,Sathanur,0.043
2022-05-19,Sathanur,0.038
2022-05-26,Sathanur,0.053
2022-06-02,Sathanur,0.057999999999999996
2022-06-09,Sathanur,0.063
2022-06-16,Sathanur,0.07666666666666666
2022-06-23,Sathanur,0.09033333333333333
2022-06-30,Sathanur,0.104
2022-07-07,Sathanur,0.106
2022-07-14,Sathanur,0.109
2022-07-21,Sathanur,0.114
2022-07-28,Sathanur,0.143
2022-08-04,Sathanur,0.16
