week_ending,reservoir,live_storage_bcm
2022-08-11,Sathanur,0.1775
2022-08-18,Sathanur,0.195
2022-08-25,Sathanur,0.195
2022-09-01,Sathanur,0.195
2022-09-08,Sathanur,0.191
2022-09-15,Sathanur,0.191
2022-09-22,Sathanur,0.178
2022-09-29,Sathanur,0.181
2022-10-06,Sathanur,0.186
2022-10-13,Sathanur,0.191
2022-10-20,Sathanur,0.183
2022-10-27,Sathanur,0.19
2022-11-03,Sathanur,0.189
2022-11-10,Sathanur,0.19
2022-11-17,Sathanur,0.194
2022-11-24,Sathanur,0.195
2022-12-01,Sathanur,0.196
2022-12-08,Sathanur,0.195
2022-12-15,Sathanur,0.195
2022-12-22,Sathanur,0.201
2022-12-29,Sathanur,0.201
2023-01-05,Sathanur,0.206
2023-01-12,Sathanur,0.204
2023-01-19,Sathanur,0.206
2023-01-26,Sathanur,0.206
2023-02-02,Sathanur,0.206
2023-02-09,Sathanur,0.206
2023-02-16,Sathanur,0.206
2023-02-23,Sathanur,0.206
2023-03-02,Sathanur,0.205
2023-03-09,Sathanur,0.204
2023-03-16,Sathanur,0.198
2023-03-23,Sathanur,0.18533333333333335
2023-03-30,Sathanur,0.17266666666666666
2023-04-06,Sathanur,0.137
2023-04-13,Sathanur,0.126
2023-04-20,Sathanur,0.116
2023-04-27,Sathanur,0.109
2023-05-04,Sathanur,0.106
2023-05-11,Sathanur,0.123
2023-05-18,Sathanur,0.141
2023-05-25,Sathanur,0.136
2023-06-01,Sathanur,0.128
2023-06-08,Sathanur,0.12
2023-06-15,Sathanur,0.121
2023-06-22,Sathanur,0.128
2023-06-29,Sathanur,0.1335
2023-07-06,Sathanur,0.14200000000000002
2023-07-13,Sathanur,0.145
2023-07-20,Sathanur,0.15
2023-07-27,Sathanur,0.151
2023-08-03,Sathanur,0.15
2023-08-10,Sathanur,0.1505
2023-08-17,Sathanur,0.151
2023-08-24,Sathanur,0.151
2023-08-31,Sathanur,0.152
2023-09-07,Sathanur,0.165
2023-09-14,Sathanur,0.17
2023-09-21,Sathanur,0.18
2023-09-28,Sathanur,0.1865
2023-10-05,Sathanur,0.192
2023-10-12,Sathanur,0.19
2023-10-19,Sathanur,0.193
2023-10-26,Sathanur,0.188
2023-11-02,Sathanur,0.189
2023-11-09,Sathanur,0.195
2023-11-16,Sathanur,0.195
2023-11-23,Sathanur,0.195
2023-11-30,Sathanur,0.195
2023-12-07,Sathanur,0.195
2023-12-14,Sathanur,0.199
2023-12-21,Sathanur,0.2
2023-12-28,Sathanur,0.201
2024-01-04,Sathanur,0.201
2024-01-11,Sathanur,0.201
2024-01-18,Sathanur,0.192
2024-01-25,Sathanur,0.185
2024-02-01,Sathanur,0.175
2024-02-08,Sathanur,0.167
2024-02-15,Sathanur,0.159
2024-02-22,Sathanur,0.152
2024-02-29,Sathanur,0.143
2024-03-07,Sathanur,0.134
2024-03-14,Sathanur,0.125
2024-03-21,Sathanur,0.103
2024-03-28,Sathanur,0.078
2024-04-04,Sathanur,0.064
2024-04-11,Sathanur,0.059
2024-04-18,Sathanur,0.046
2024-04-25,Sathanur,0.043
2024-05-02,Sathanur,0.043
2024-05-09,Sathanur,0.042
2024-05-16,Sathanur,0.042
2024-05-23,Sathanur,0.042499999999999996
2024-05-30,Sathanur,0.043
2024-06-06,Sathanur,0.043
2024-06-13,Sathanur,0.047
2024-06-20,Sathanur,0.048
2024-06-27,Sathanur,0.048
2024-07-04,Sathanur,0.047
2024-07-11,Sathanur,0.047
2024-07-18,Sathanur,0.047
2024-07-25,Sathanur,0.046
2024-08-01,Sathanur,0.046
2024-08-08,Sathanur,0.045
2024-08-15,Sathanur,0.056
2024-08-22,Sathanur,0.076
2024-08-29,Sathanur,0.081
2024-09-05,Sathanur,0.083
2024-09-12,Sathanur,0.084
2024-09-19,Sathanur,0.085
2024-09-26,Sathanur,0.085
2024-10-03,Sathanur,0.085
2024-10-10,Sathanur,0.088
2024-10-17,Sathanur,0.105
2024-10-24,Sathanur,0.146
2024-10-31,Sathanur,0.16949999999999998
2024-11-07,Sathanur,0.195
2024-11-14,Sathanur,0.192
2024-11-21,Sathanur,0.2
2024-11-28,Sathanur,0.199
2024-12-05,Sathanur,0.201
2024-12-12,Sathanur,0.198
2024-12-19,Sathanur,0.198
2024-12-26,Sathanur,0.201
2025-01-02,Sathanur,0.203
2025-01-09,Sathanur,0.205
2025-01-16,Sathanur,0.206
2025-01-23,Sathanur,0.206
2025-01-30,Sathanur,0.206
2025-02-06,Sathanur,0.204
2025-02-13,Sathanur,0.196
2025-02-20,Sathanur,0.187
2025-02-27,Sathanur,0.179
2025-03-06,Sathanur,0.17
2025-03-13,Sathanur,0.162
2025-03-20,Sathanur,0.146
2025-03-27,Sathanur,0.126
2025-04-03,Sathanur,0.106
2025-04-10,Sathanur,0.09711
2025-04-17,Sathanur,0.08822
2025-04-24,Sathanur,0.07932
2025-05-01,Sathanur,0.07088
2025-05-08,Sathanur,0.06239
2015-04-16,Sholayar,0.002
2015-04-23,Sholayar,0.002
2015-04-30,Sholayar,0.002
2015-05-07,Sholayar,0.003
2015-05-14,Sholayar,0.007
2015-05-21,Sholayar,0.013
2015-05-28,Sholayar,0.015
2015-06-04,Sholayar,0.016
2015-06-11,Sholayar,0.018
2015-06-18,Sholayar,0.021
2015-06-25,Sholayar,0.055
2015-07-02,Sholayar,0.098
2015-07-09,Sholayar,0.103
2015-07-16,Sholayar,0.103
2015-07-23,Sholayar,0.116
2015-07-30,Sholayar,0.126
2015-08-06,Sholayar,0.119
2015-08-13,Sholayar,0.119
2015-08-20,Sholayar,0.119
2015-08-27,Sholayar,0.109
2015-09-03,Sholayar,0.096
2015-09-10,Sholayar,0.088
2015-09-17,Sholayar,0.09
2015-09-24,Sholayar,0.095
2015-10-01,Sholayar,0.096
2015-10-08,Sholayar,0.096
2015-10-15,Sholayar,0.093
2015-10-22,Sholayar,0.08549999999999999
2015-10-29,Sholayar,0.078
2015-11-05,Sholayar,0.069
2015-11-12,Sholayar,0.069
2015-11-19,Sholayar,0.062
2015-11-26,Sholayar,0.055
2015-12-03,Sholayar,0.046
2015-12-10,Sholayar,0.044
2015-12-17,Sholayar,0.05
2015-12-24,Sholayar,0.036500000000000005
2015-12-31,Sholayar,0.032
2016-01-07,Sholayar,0.011
2016-01-14,Sholayar,0.004
2016-01-21,Sholayar,0.0
2016-01-28,Sholayar,0.0
2016-02-04,Sholayar,0.0
2016-02-11,Sholayar,0.0
2016-02-18,Sholayar,0.0
2016-02-25,Sholayar,0.0
2016-03-03,Sholayar,0.021
2016-03-10,Sholayar,0.022
2016-03-17,Sholayar,0.024
2016-03-24,Sholayar,0.025500000000000002
2016-03-31,Sholayar,0.026
2016-04-07,Sholayar,0.019
2016-04-14,Sholayar,0.019
2016-04-21,Sholayar,0.019
2016-04-28,Sholayar,0.0095
2016-05-05,Sholayar,0.0
2016-05-12,Sholayar,0.0
2016-05-19,Sholayar,0.0
2016-05-26,Sholayar,0.0
2016-06-02,Sholayar,0.0
2016-06-09,Sholayar,0.0
2016-06-16,Sholayar,0.004
2016-06-23,Sholayar,0.014
2016-06-30,Sholayar,0.033
2016-07-07,Sholayar,0.0565
2016-07-14,Sholayar,0.068
2016-07-21,Sholayar,0.078
2016-07-28,Sholayar,0.08
2016-08-04,Sholayar,0.084
2016-08-11,Sholayar,0.087
2016-08-18,Sholayar,0.083
2016-08-25,Sholayar,0.0755
2016-09-01,Sholayar,0.072
2016-09-08,Sholayar,0.07
2016-09-15,Sholayar,0.068
2016-09-22,Sholayar,0.065
2016-09-29,Sholayar,0.058
2016-10-06,Sholayar,0.054
2016-10-13,Sholayar,0.037
2016-10-20,Sholayar,0.022
2016-10-27,Sholayar,0.013
2016-11-03,Sholayar,0.0
2016-11-10,Sholayar,0.0
2016-11-17,Sholayar,0.0
2016-11-24,Sholayar,0.0
2016-12-01,Sholayar,0.0
2016-12-08,Sholayar,0.0
2016-12-15,Sholayar,0.0
2016-12-22,Sholayar,0.0
2016-12-29,Sholayar,0.0
2017-01-05,Sholayar,0.0
2017-01-12,Sholayar,0.0
2017-01-19,Sholayar,0.0
2017-01-26,Sholayar,0.012
2017-02-02,Sholayar,0.0
2017-02-09,Sholayar,0.0
2017-02-16,Sholayar,0.0
2017-02-23,Sholayar,0.0
2017-03-02,Sholayar,0.0
2017-03-09,Sholayar,0.0
2017-03-16,Sholayar,0.0
2017-03-23,Sholayar,0.0
2017-03-30,Sholayar,0.0
2017-04-06,Sholayar,0.0
2017-04-13,Sholayar,0.0
2017-04-20,Sholayar,0.0
2017-04-27,Sholayar,0.0
2017-05-04,Sholayar,0.0
2017-05-11,Sholayar,0.0
2017-05-18,Sholayar,0.0
2017-05-25,Sholayar,0.0
2017-06-01,Sholayar,0.0
2017-06-08,Sholayar,0.0
2017-06-15,Sholayar,0.004
2017-06-22,Sholayar,0.002
2017-06-29,Sholayar,0.015
2017-07-06,Sholayar,0.032
2017-07-13,Sholayar,0.025
2017-07-20,Sholayar,0.023
2017-07-27,Sholayar,0.0195
2017-08-03,Sholayar,0.016
2017-08-10,Sholayar,0.021
2017-08-17,Sholayar,0.016
2017-08-24,Sholayar,0.027
2017-08-31,Sholayar,0.046
2017-09-07,Sholayar,0.062
2017-09-14,Sholayar,0.0805
2017-09-21,Sholayar,0.099
2017-09-28,Sholayar,0.109
2017-10-05,Sholayar,0.112
2017-10-12,Sholayar,0.108
2017-10-19,Sholayar,0.11
2017-10-26,Sholayar,0.097
2017-11-02,Sholayar,0.082
2017-11-09,Sholayar,0.067
2017-11-16,Sholayar,0.059
2017-11-23,Sholayar,0.044
2017-11-30,Sholayar,0.034
2017-12-07,Sholayar,0.02
2017-12-14,Sholayar,0.017
2017-12-21,Sholayar,0.011
2017-12-28,Sholayar,0.003
2018-01-04,Sholayar,0.0
2018-01-11,Sholayar,0.0
2018-01-18,Sholayar,0.0
2018-01-25,Sholayar,0.0
2018-02-01,Sholayar,0.0
2018-02-08,Sholayar,0.0
2018-02-15,Sholayar,0.0
2018-02-22,Sholayar,0.0
2018-03-01,Sholayar,0.0
2018-03-08,Sholayar,0.0
2018-03-15,Sholayar,0.0
2018-03-22,Sholayar,0.0
2018-03-29,Sholayar,0.0
2018-04-05,Sholayar,0.0
2018-04-12,Sholayar,0.0
2018-04-19,Sholayar,0.0
2018-04-26,Sholayar,0.0
2018-05-03,Sholayar,0.0
2018-05-10,Sholayar,0.0
2018-05-17,Sholayar,0.0
2018-05-24,Sholayar,0.0
2018-05-31,Sholayar,0.0
2018-06-07,Sholayar,0.005
2018-06-14,Sholayar,0.08
2018-06-21,Sholayar,0.106
2018-06-28,Sholayar,0.121
2018-07-05,Sholayar,0.13
2018-07-12,Sholayar,0.136
2018-07-19,Sholayar,0.136
2018-07-26,Sholayar,0.134
2018-08-02,Sholayar,0.132
2018-08-09,Sholayar,0.132
2018-08-16,Sholayar,0.132
2018-08-23,Sholayar,0.132
2018-08-30,Sholayar,0.13
2018-09-06,Sholayar,0.13
2018-09-13,Sholayar,0.129
2018-09-20,Sholayar,0.128
2018-09-27,Sholayar,0.1275
2018-10-04,Sholayar,0.127
2018-10-11,Sholayar,0.127
2018-10-18,Sholayar,0.124
2018-10-25,Sholayar,0.121
2018-11-01,Sholayar,0.117
2018-11-08,Sholayar,0.112
2018-11-15,Sholayar,0.107
2018-11-22,Sholayar,0.107
2018-11-29,Sholayar,0.104
2018-12-06,Sholayar,0.101
2018-12-13,Sholayar,0.097
2018-12-20,Sholayar,0.091
2018-12-27,Sholayar,0.08633333333333333
2019-01-03,Sholayar,0.08166666666666667
2019-01-10,Sholayar,0.077
2019-01-17,Sholayar,0.067
2019-01-24,Sholayar,0.0635
2019-01-31,Sholayar,0.06
2019-02-07,Sholayar,0.052
2019-02-14,Sholayar,0.039
2019-02-21,Sholayar,0.021
2019-02-28,Sholayar,0.015
2019-03-07,Sholayar,0.009
2019-03-14,Sholayar,0.01
2019-03-21,Sholayar,0.0035
2019-03-28,Sholayar,0.0
2019-04-04,Sholayar,0.0
2019-04-11,Sholayar,0.0
2019-04-18,Sholayar,0.0
2019-04-25,Sholayar,0.0
2019-05-02,Sholayar,0.0
2019-05-09,Sholayar,0.0
2019-05-16,Sholayar,0.0
2019-05-23,Sholayar,0.0
2019-05-30,Sholayar,0.0
2019-06-06,Sholayar,0.0
2019-06-13,Sholayar,0.0
2019-06-20,Sholayar,0.0
2019-06-27,Sholayar,0.0
2019-07-04,Sholayar,0.0
2019-07-11,Sholayar,0.0
2019-07-18,Sholayar,0.0
2019-07-25,Sholayar,0.026
2019-08-01,Sholayar,0.031
2019-08-08,Sholayar,0.057
2019-08-15,Sholayar,0.1325
2019-08-22,Sholayar,0.131
2019-08-29,Sholayar,0.131
2019-09-05,Sholayar,0.134
2019-09-12,Sholayar,0.132
2019-09-19,Sholayar,0.1305
2019-09-26,Sholayar,0.129
2019-10-03,Sholayar,0.129
2019-10-10,Sholayar,0.125
2019-10-17,Sholayar,0.128
2019-10-24,Sholayar,0.129
2019-10-31,Sholayar,0.13
2019-11-07,Sholayar,0.129
2019-11-14,Sholayar,0.129
2019-11-21,Sholayar,0.126
2019-11-28,Sholayar,0.122
2019-12-05,Sholayar,0.116
2019-12-12,Sholayar,0.108
2019-12-19,Sholayar,0.095
2019-12-26,Sholayar,0.083
2020-01-02,Sholayar,0.074
2020-01-09,Sholayar,0.064
2020-01-16,Sholayar,0.049
2020-01-23,Sholayar,0.022
2020-01-30,Sholayar,0.007
2020-02-06,Sholayar,0.009
2020-02-13,Sholayar,0.003
2020-02-20,Sholayar,0.0
2020-02-27,Sholayar,0.0
2020-03-05,Sholayar,0.0
2020-03-12,Sholayar,0.0
2020-03-19,Sholayar,0.0
2020-03-26,Sholayar,0.0
2020-04-02,Sholayar,0.0
2020-04-09,Sholayar,0.0
2020-04-16,Sholayar,0.0
2020-04-23,Sholayar,0.001
2020-04-30,Sholayar,0.002
2020-05-07,Sholayar,0.0035
2020-05-14,Sholayar,0.004
2020-05-21,Sholayar,0.005
2020-05-28,Sholayar,0.006
2020-06-04,Sholayar,0.007
2020-06-11,Sholayar,0.009
2020-06-18,Sholayar,0.011
2020-06-25,Sholayar,0.017
2020-07-02,Sholayar,0.028
2020-07-09,Sholayar,0.045
2020-07-16,Sholayar,0.051
2020-07-23,Sholayar,0.06
2020-07-30,Sholayar,0.06
2020-08-06,Sholayar,0.098
2020-08-13,Sholayar,0.132
2020-08-20,Sholayar,0.128
2020-08-27,Sholayar,0.129
2020-09-03,Sholayar,0.13
2020-09-10,Sholayar,0.131
2020-09-17,Sholayar,0.131
2020-09-24,Sholayar,0.131
2020-10-01,Sholayar,0.13
2020-10-08,Sholayar,0.129
2020-10-15,Sholayar,0.131
2020-10-22,Sholayar,0.129
2020-10-29,Sholayar,0.126
2020-11-05,Sholayar,0.126
2020-11-12,Sholayar,0.124
2020-11-19,Sholayar,0.11499999999999999
2020-11-26,Sholayar,0.106
2020-12-03,Sholayar,0.089
2020-12-10,Sholayar,0.072
2020-12-17,Sholayar,0.06
2020-12-24,Sholayar,0.049
2020-12-31,Sholayar,0.036
2021-01-07,Sholayar,0.03
2021-01-14,Sholayar,0.023
2021-01-21,Sholayar,0.017
2021-01-28,Sholayar,0.011
2021-02-04,Sholayar,0.005
2021-02-11,Sholayar,0.0
2021-02-18,Sholayar,0.0
2021-02-25,Sholayar,0.0
2021-03-04,Sholayar,0.0
2021-03-11,Sholayar,0.0
2021-03-18,Sholayar,0.0
2021-03-25,Sholayar,0.0
2021-04-01,Sholayar,0.0
2021-04-08,Sholayar,0.0
2021-04-15,Sholayar,0.0
2021-04-22,Sholayar,0.0
2021-04-29,Sholayar,0.0
2021-05-06,Sholayar,0.0
2021-05-13,Sholayar,0.0
2021-05-20,Sholayar,0.0
2021-05-27,Sholayar,0.0
2021-06-03,Sholayar,0.0
2021-06-10,Sholayar,0.008
2021-06-17,Sholayar,0.019
2021-06-24,Sholayar,0.05
2021-07-01,Sholayar,0.059
2021-07-08,Sholayar,0.061
2021-07-15,Sholayar,0.083
2021-07-22,Sholayar,0.117
2021-07-29,Sholayar,0.132
2021-08-05,Sholayar,0.131
2021-08-12,Sholayar,0.131
2021-08-19,Sholayar,0.143
2021-08-26,Sholayar,0.141
2021-09-02,Sholayar,0.143
2021-09-09,Sholayar,0.143
2021-09-16,Sholayar,0.143
2021-09-23,Sholayar,0.143
2021-09-30,Sholayar,0.143
2021-10-07,Sholayar,0.143
2021-10-14,Sholayar,0.143
2021-10-21,Sholayar,0.143
2021-10-28,Sholayar,0.143
2021-11-04,Sholayar,0.1425
2021-11-11,Sholayar,0.142
2021-11-18,Sholayar,0.143
2021-11-25,Sholayar,0.143
2021-12-02,Sholayar,0.143
2021-12-09,Sholayar,0.142
2021-12-16,Sholayar,0.141
2021-12-23,Sholayar,0.142
2021-12-30,Sholayar,0.14
2022-01-06,Sholayar,0.136
2022-01-13,Sholayar,0.125
2022-01-20,Sholayar,0.114
2022-01-27,Sholayar,0.102
2022-02-03,Sholayar,0.092
2022-02-10,Sholayar,0.079
2022-02-17,Sholayar,0.065
2022-02-24,Sholayar,0.052
2022-03-03,Sholayar,0.03833333333333333
2022-03-10,Sholayar,0.024666666666666667
2022-03-17,Sholayar,0.011
2022-03-24,Sholayar,0.008
2022-03-31,Sholayar,0.008166666666666666
2022-04-07,Sholayar,0.008333333333333333
2022-05-05,Sholayar,0.009
2022-05-12,Sholayar,0.01
2022-05-19,Sholayar,0.012
2022-05-26,Sholayar,0.037
2022-06-02,Sholayar,0.0435
2022-06-09,Sholayar,0.05
2022-06-16,Sholayar,0.059000000000000004
2022-06-23,Sholayar,0.068
2022-06-30,Sholayar,0.077
2022-07-07,Sholayar,0.116
2022-07-14,Sholayar,0.143
2022-07-21,Sholayar,0.143
2022-07-28,Sholayar,0.143
2022-08-04,Sholayar,0.143
2022-08-11,Sholayar,0.143
2022-08-18,Sholayar,0.143
2022-08-25,Sholayar,0.143
2022-09-01,Sholayar,0.143
2022-09-08,Sholayar,0.143
2022-09-15,Sholayar,0.143
2022-09-22,Sholayar,0.143
2022-09-29,Sholayar,0.143
2022-10-06,Sholayar,0.143
2022-10-13,Sholayar,0.143
2022-10-20,Sholayar,0.143
2022-10-27,Sholayar,0.143
2022-11-03,Sholayar,0.143
2022-11-10,Sholayar,0.142
2022-11-17,Sholayar,0.143
2022-11-24,Sholayar,0.143
2022-12-01,Sholayar,0.135
2022-12-08,Sholayar,0.127
2022-12-15,Sholayar,0.118
2022-12-22,Sholayar,0.099
2022-12-29,Sholayar,0.083
2023-01-05,Sholayar,0.068
2023-01-12,Sholayar,0.047
2023-01-19,Sholayar,0.027
2023-01-26,Sholayar,0.0155
2023-02-02,Sholayar,0.013
2023-02-09,Sholayar,0.01
2023-02-16,Sholayar,0.007
2023-02-23,Sholayar,0.008
2023-03-02,Sholayar,0.008
2023-03-09,Sholayar,0.006
2023-03-16,Sholayar,0.004
2023-03-23,Sholayar,0.004333333333333333
2023-03-30,Sholayar,0.004666666666666667
2023-04-06,Sholayar,0.003
2023-04-13,Sholayar,0.003
2023-04-20,Sholayar,0.003
2023-04-27,Sholayar,0.005
2023-05-04,Sholayar,0.005
2023-05-11,Sholayar,0.003
2023-05-18,Sholayar,0.003
2023-05-25,Sholayar,0.003
2023-06-01,Sholayar,0.005
2023-06-08,Sholayar,0.008
2023-06-15,Sholayar,0.012
2023-06-22,Sholayar,0.013
2023-06-29,Sholayar,0.009
2023-07-06,Sholayar,0.0285
2023-07-13,Sholayar,0.052
2023-07-20,Sholayar,0.059
2023-07-27,Sholayar,0.09
2023-08-03,Sholayar,0.111
2023-08-10,Sholayar,0.1105
2023-08-17,Sholayar,0.11
2023-08-24,Sholayar,0.095
2023-08-31,Sholayar,0.075
2023-09-07,Sholayar,0.054
2023-09-14,Sholayar,0.047
2023-09-21,Sholayar,0.033
2023-09-28,Sholayar,0.0345
2023-10-05,Sholayar,0.05
2023-10-12,Sholayar,0.059
2023-10-19,Sholayar,0.065
2023-10-26,Sholayar,0.061
2023-11-02,Sholayar,0.059
2023-11-09,Sholayar,0.052
2023-11-16,Sholayar,0.05
2023-11-23,Sholayar,0.045
2023-11-30,Sholayar,0.033
2023-12-07,Sholayar,0.02
2023-12-14,Sholayar,0.011
2023-12-21,Sholayar,0.011
2023-12-28,Sholayar,0.008
2024-01-04,Sholayar,0.002
2024-01-11,Sholayar,0.005
2024-01-18,Sholayar,0.005
2024-01-25,Sholayar,0.003
2024-02-01,Sholayar,0.002
2024-02-08,Sholayar,0.003
2024-02-15,Sholayar,0.002
2024-02-22,Sholayar,0.002
2024-02-29,Sholayar,0.003
2024-03-07,Sholayar,0.004
2024-03-14,Sholayar,0.004
2024-03-21,Sholayar,0.003
2024-03-28,Sholayar,0.002
2024-04-04,Sholayar,0.002
2024-04-11,Sholayar,0.0015
2024-04-18,Sholayar,0.001
2024-04-25,Sholayar,0.002
2024-05-02,Sholayar,0.002
2024-05-09,Sholayar,0.002
2024-05-16,Sholayar,0.002
2024-05-23,Sholayar,0.0055
2024-05-30,Sholayar,0.012
2024-06-06,Sholayar,0.016
2024-06-13,Sholayar,0.026
2024-06-20,Sholayar,0.029
2024-06-27,Sholayar,0.065
2024-07-04,Sholayar,0.08
2024-07-11,Sholayar,0.076
2024-07-18,Sholayar,0.129
2024-07-25,Sholayar,0.143
2024-08-01,Sholayar,0.143
2024-08-08,Sholayar,0.143
2024-08-15,Sholayar,0.143
2024-08-22,Sholayar,0.142
2024-08-29,Sholayar,0.141
2024-09-05,Sholayar,0.143
2024-09-12,Sholayar,0.143
2024-09-19,Sholayar,0.141
2024-09-26,Sholayar,0.143
2024-10-03,Sholayar,0.142
2024-10-10,Sholayar,0.14
2024-10-17,Sholayar,0.143
2024-10-24,Sholayar,0.143
2024-10-31,Sholayar,0.1425
2024-11-07,Sholayar,0.139
2024-11-14,Sholayar,0.132
2024-11-21,Sholayar,0.126
2024-11-28,Sholayar,0.119
2024-12-05,Sholayar,0.117
2024-12-12,Sholayar,0.111
2024-12-19,Sholayar,0.111
2024-12-26,Sholayar,0.105
2025-01-02,Sholayar,0.094
2025-01-09,Sholayar,0.085
2025-01-16,Sholayar,0.065
2025-01-23,Sholayar,0.044
2025-01-30,Sholayar,0.026
2025-02-06,Sholayar,0.01
2025-02-13,Sholayar,0.001
2025-02-20,Sholayar,0.001
2025-02-27,Sholayar,0.001
2025-03-06,Sholayar,0.001
2025-03-13,Sholayar,0.001
2025-03-20,Sholayar,0.001
2025-03-27,Sholayar,0.001
2025-04-03,Sholayar,0.001
2025-04-10,Sholayar,0.0007999999999999999
2025-04-17,Sholayar,0.0006
2025-04-24,Sholayar,0.0006
2025-05-01,Sholayar,0.0006
2025-05-08,Sholayar,0.0006
2015-04-16,Vaigai,0.019
2015-04-23,Vaigai,0.024
2015-04-30,Vaigai,0.029
2015-05-07,Vaigai,0.02
2015-05-14,Vaigai,0.022
2015-05-21,Vaigai,0.039
2015-05-28,Vaigai,0.043
2015-06-04,Vaigai,0.042
2015-06-11,Vaigai,0.041
2015-06-18,Vaigai,0.039
2015-06-25,Vaigai,0.038
2015-07-02,Vaigai,0.047
2015-07-09,Vaigai,0.052
2015-07-16,Vaigai,0.062
2015-07-23,Vaigai,0.063
2015-07-30,Vaigai,0.064
2015-08-06,Vaigai,0.064
2015-08-13,Vaigai,0.058499999999999996
2015-08-20,Vaigai,0.053
2015-08-27,Vaigai,0.043
2015-09-03,Vaigai,0.037
2015-09-10,Vaigai,0.035
2015-09-17,Vaigai,0.034
2015-09-24,Vaigai,0.033
2015-10-01,Vaigai,0.0455
2015-10-08,Vaigai,0.053
2015-10-15,Vaigai,0.051
2015-10-22,Vaigai,0.0475
2015-10-29,Vaigai,0.044
2015-11-05,Vaigai,0.054
2015-11-12,Vaigai,0.067
2015-11-19,Vaigai,0.084
2015-11-26,Vaigai,0.149
2015-12-03,Vaigai,0.137
2015-12-10,Vaigai,0.131
2015-12-17,Vaigai,0.132
2015-12-24,Vaigai,0.129
2015-12-31,Vaigai,0.124
2016-01-07,Vaigai,0.094
2016-01-14,Vaigai,0.067
2016-01-21,Vaigai,0.066
2016-01-28,Vaigai,0.056
2016-02-04,Vaigai,0.054
2016-02-11,Vaigai,0.053
2016-02-18,Vaigai,0.036
2016-02-25,Vaigai,0.038
2016-03-03,Vaigai,0.025
2016-03-10,Vaigai,0.017
2016-03-17,Vaigai,0.017
2016-03-24,Vaigai,0.0195
2016-03-31,Vaigai,0.02
2016-04-07,Vaigai,0.02
2016-04-14,Vaigai,0.016
2016-04-21,Vaigai,0.013
2016-04-28,Vaigai,0.0125
2016-05-05,Vaigai,0.012
2016-05-12,Vaigai,0.012
2016-05-19,Vaigai,0.013
2016-05-26,Vaigai,0.0125
2016-06-02,Vaigai,0.012
2016-06-09,Vaigai,0.01
2016-06-16,Vaigai,0.009
2016-06-23,Vaigai,0.008
2016-06-30,Vaigai,0.008
2016-07-07,Vaigai,0.0085
2016-07-14,Vaigai,0.008
2016-07-21,Vaigai,0.007
2016-07-28,Vaigai,0.008
2016-08-04,Vaigai,0.008
2016-08-11,Vaigai,0.007
2016-08-18,Vaigai,0.007
2016-08-25,Vaigai,0.0085
2016-09-01,Vaigai,0.008
2016-09-08,Vaigai,0.009
2016-09-15,Vaigai,0.008
2016-09-22,Vaigai,0.007
2016-09-29,Vaigai,0.007
2016-10-06,Vaigai,0.006
2016-10-13,Vaigai,0.005
2016-10-20,Vaigai,0.004
2016-10-27,Vaigai,0.005
2016-11-03,Vaigai,0.004
2016-11-10,Vaigai,0.005
2016-11-17,Vaigai,0.004
2016-11-24,Vaigai,0.004
2016-12-01,Vaigai,0.004
2016-12-08,Vaigai,0.004
2016-12-15,Vaigai,0.004
2016-12-22,Vaigai,0.005
2016-12-29,Vaigai,0.006
2017-01-05,Vaigai,0.006500000000000001
2017-01-12,Vaigai,0.007
2017-01-19,Vaigai,0.007
2017-01-26,Vaigai,0.009
2017-02-02,Vaigai,0.006
2017-02-09,Vaigai,0.004
2017-02-16,Vaigai,0.004
2017-02-23,Vaigai,0.005
2017-03-02,Vaigai,0.005
2017-03-09,Vaigai,0.005
2017-03-16,Vaigai,0.005
2017-03-23,Vaigai,0.005
2017-03-30,Vaigai,0.006
2017-04-06,Vaigai,0.007
2017-04-13,Vaigai,0.006
2017-04-20,Vaigai,0.005
2017-04-27,Vaigai,0.004
2017-05-04,Vaigai,0.004
2017-05-11,Vaigai,0.005
2017-05-18,Vaigai,0.007
2017-05-25,Vaigai,0.006666666666666667
2017-06-01,Vaigai,0.006333333333333333
2017-06-08,Vaigai,0.006
2017-06-15,Vaigai,0.005
2017-06-22,Vaigai,0.004
2017-06-29,Vaigai,0.003
2017-07-06,Vaigai,0.007
2017-07-13,Vaigai,0.008
2017-07-20,Vaigai,0.01
2017-07-27,Vaigai,0.011
2017-08-03,Vaigai,0.012
2017-08-10,Vaigai,0.011
2017-08-17,Vaigai,0.01
2017-08-24,Vaigai,0.009
2017-08-31,Vaigai,0.011
2017-09-07,Vaigai,0.016
2017-09-14,Vaigai,0.0205
2017-09-21,Vaigai,0.025
2017-09-28,Vaigai,0.04
2017-10-05,Vaigai,0.051
2017-10-12,Vaigai,0.06
2017-10-19,Vaigai,0.07
2017-10-26,Vaigai,0.071
2017-11-02,Vaigai,0.07999999999999999
2017-11-09,Vaigai,0.089
2017-11-16,Vaigai,0.093
2017-11-23,Vaigai,0.067
2017-11-30,Vaigai,0.072
2017-12-07,Vaigai,0.088
2017-12-14,Vaigai,0.045
2017-12-21,Vaigai,0.05
2017-12-28,Vaigai,0.041
2018-01-04,Vaigai,0.045
2018-01-11,Vaigai,0.035
2018-01-18,Vaigai,0.035
